catchment_id,facility_name,facility_class,ownership_class,region,tpopn,log_tpopn,z_log_tpopn,catchment_population,malaria_cases,scd_cases,expected_malaria_cases,expected_scd_cases,shared_mean,shared_sd,malaria_spatial_mean,malaria_spatial_sd,scd_spatial_mean,scd_spatial_sd,exceed_prob_rr_gt1,hotspot_080,hotspot_090,robust_hotspot_005_adj,robust_hotspot_010_adj,hotspot_class_005_adj,hotspot_class_010_adj,rr_malaria_adj,rr_scd_adj
HF2695,Hamurwa HC IV,HC IV,Government,KIGEZI,1349,7.207118856207756,-1.7751843269380037,13838,0,0,1250.5529436031686,129.88697125295923,-2.8806481700518116,2.589386929417553,-0.02757435195391869,0.23172072110588915,0.0267201648078619,0.225595418013894,0.13296533157924573,0,0,0,0,Not hotspot,Not hotspot,1.1453596904475004e-5,4.55719774232926e-5
HF2705,Kabale REGIONAL REF HOSPITAL,Hospital,Government,KIGEZI,4513,8.414717399827001,-0.19566632927888625,36682,1268,34,3314.986492069044,344.3065384810703,3.422578829544673,1.5586736031611566,-0.02568065770827874,0.284146098812585,0.028249201354282594,0.2785494666342429,0.9859478644865125,1,1,0,0,Not hotspot,Not hotspot,1.153981443027478e-4,2.9410360090992386e-4
HF2708,Rugarama HOSPITAL,General hospital,PNFP,KIGEZI,4162,8.33375100695358,-0.30156897004045896,10418,0,19,941.4843594780901,97.78598543961044,1.1802320882161177,1.654994330109713,-0.04605204808867329,0.28700454265405484,0.04872515989812476,0.28229004876942404,0.7621184596043153,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,2.1366507002999993e-6,0.0018940546178171592
HF2734,Muko HC IV,HC IV,Government,KIGEZI,8819,9.08466376388818,0.6806119215456413,18187,0,0,1643.5761226557904,170.70778625361825,-3.0504093993986943,2.625704900250399,-0.038661653506259046,0.30157017950185383,0.03798124439315073,0.2935458273348923,0.1226687675432927,0,0,0,0,Not hotspot,Not hotspot,5.579411637292603e-5,2.9870144759939896e-4
HF2749,Mparo HC IV,HC IV,Government,KIGEZI,4963,8.50976567558744,-0.07134482938693561,18606,0,0,1681.4415427576641,174.64062632841157,-2.9852972305847874,2.507848139705086,-0.022719083459181767,0.231212806399505,0.022132767074342412,0.2266668213780677,0.11694814645713802,0,0,0,0,Not hotspot,Not hotspot,6.535415772080227e-6,2.5645880120904487e-5
HF2753,Bukuku HC IV,HC IV,Government,TORO,4895,8.49596955496461,-0.08938991642084891,22905,0,0,2069.9461752587495,214.99212867098072,-3.2821765463808625,2.379345241068075,-8.227500818286603e-4,0.14663847902501786,-7.673714070172569e-4,0.1425538994642752,0.0838787543289573,0,0,0,0,Not hotspot,Not hotspot,5.911392868408957e-7,3.472582633947793e-6
HF2761,Kataraka HC IV,HC IV,Government,TORO,5676,8.644002038279933,0.10423401006547536,3648,0,0,329.67315640008377,34.24105153423871,-1.601695249271459,2.6581652557040996,5.30202460125582e-4,0.1980717686835452,-0.001311006316357601,0.19327276892967837,0.2734018208726092,0,0,0,0,Not hotspot,Not hotspot,2.767456831165921e-4,0.0012968176926860346
HF2778,Kibiito HC IV,HC IV,Government,TORO,3775,8.236155661683124,-0.42922199277468076,33303,0,0,3009.623116116225,312.5903890473552,-3.713775443640309,2.3780823731514062,2.5235706154755734e-4,0.13491555872089225,-0.002110789248423265,0.13481087179152645,0.059183095639574024,0,0,0,0,Not hotspot,Not hotspot,3.1551115342416297e-7,1.8178530104138889e-6
HF2791,Kida HOSPITAL,General hospital,PNFP,TORO,6112,8.718009330846357,0.20103426805216287,8402,3771,31,759.2965625201491,78.86329906542589,4.824444994233643,1.5076248344466163,0.004729460065267902,0.15373806210728774,-0.002522210713335379,0.15176201450631835,0.9993129340481619,1,1,0,0,Not hotspot,Not hotspot,0.006540607016694985,0.005167019370721721
HF2801,Virika HOSPITAL,General hospital,PNFP,TORO,4347,8.377241230988792,-0.24468450959720142,15455,16513,179,1396.6827390798505,145.06454261558642,5.773919540087328,1.4907650109248278,0.004216287902868663,0.14998958201136722,-0.0015100555222011844,0.1457693797821014,0.99994627570423,1,1,0,0,Not hotspot,Not hotspot,0.008465023838134068,0.0085509320060545
HF2806,Fort Portal Regional Referral Hospital,Hospital,Government,TORO,8063,8.995040974685022,0.5633868641830087,16826,9429,1200,1520.581285522974,157.93309570041131,7.112381782519801,1.5529131569203911,0.0023945756660475456,0.19732324112255228,0.0010721105020994744,0.19156328391045827,0.9999976754032476,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.004078269976911174,0.04812099342077775
HF2819,Rukunyu HC IV,HC IV,Government,TORO,8101,8.999742789830492,0.5695367570287537,52231,0,0,4720.164098665783,490.2533888938657,-4.978450880407949,3.2006731074586057,0.016344257944581476,0.33415403552832207,-0.01961796458150367,0.3336275693715618,0.05992080928602306,0,0,0,0,Not hotspot,Not hotspot,9.179685332846825e-6,1.2438349497247863e-4
HF2830,Ntara HC IV,HC IV,Government,TORO,4908,8.498621805830801,-0.08592081818485688,30916,0,0,2793.907703745885,290.1854027501436,-3.384009621366399,2.3976016771372066,0.019300995077242217,0.26108063888963307,-0.021922697238726647,0.2568729287366862,0.07906122425297268,0,0,0,0,Not hotspot,Not hotspot,3.1056882504473137e-7,3.1565189964639425e-6
HF2836,Kambuga HOSPITAL,General hospital,Government,KIGEZI,1896,7.547501682814967,-1.3299694800329795,13918,6342,142,1257.7826180856266,130.63787150590306,6.123446020715148,1.601029248915087,0.05830722123312859,0.41727633804761893,-0.05638553142207359,0.40526535700376165,0.9999345325388269,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.004008940403463016,0.0083634601730245
HF2837,Bwindi Community HOSPITAL,General hospital,PNFP,KIGEZI,8225,9.014933575633572,0.5894060419838661,7996,1828,30,722.6059645216749,75.05248028173594,5.2285493457111425,1.6003721652965266,0.06005830686470085,0.4175301480741036,-0.058988264744984885,0.406535274793218,0.9994566916926723,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.003501112300939413,0.005474403653809943
HF2843,Kanungu HC IV,HC IV,Government,KIGEZI,3830,8.250620082174692,-0.4103027810773344,27369,0,0,2473.3620113799047,256.8923627852465,-3.0374400299493822,2.398289257106215,0.05050634488548604,0.3589929495492617,-0.053522173417507826,0.3506578822283625,0.10266656599843382,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.3931300576046148e-6,8.235145685116114e-6
HF2874,Kilembe HOSPITAL,General hospital,PNFP,TORO,4241,8.352554369474591,-0.27697449725364043,10419,2844,100,941.5747304091208,97.79537169277224,5.546270203655639,1.5521902141314354,0.006137548780705206,0.2814902352618221,-0.0035792127493486908,0.27595740332939683,0.9998236705078667,1,1,0,0,Not hotspot,Not hotspot,0.0032081876766693693,0.010525096887558085
HF2879,Hiima Iaa (Uci) HC IV,HC IV,PFP,TORO,3518,8.165647925297504,-0.5214448918364123,17100,0,0,1545.3429206253927,160.50492906674395,-5.5197265149978,3.9913705567820634,-4.953850359795554e-4,0.20286629091866393,-0.0022614695680154293,0.20016571304741235,0.08334545361467371,0,0,0,0,Not hotspot,Not hotspot,1.6718836024698952e-4,9.451679963426173e-4
HF2886,St. Paul HC IV,HC IV,PNFP,TORO,5668,8.64259160081057,0.1023891822630559,24853,0,0,2245.9887489066014,233.276549830163,-4.163825313298129,2.763346662777122,0.0010158876706820258,0.24165444397679028,-0.003124935942952441,0.23879236578727056,0.06593028922558175,0,0,0,0,Not hotspot,Not hotspot,2.5247599032169292e-6,1.570329747312599e-5
HF2891,Kagando HOSPITAL,General hospital,PNFP,TORO,3056,8.024862150286411,-0.7055902492645034,53557,5434,387,4839.995953212524,502.6995605864097,5.037554756779104,1.5489183028705533,0.005205044467753885,0.29265636306846754,-0.0028592910564455426,0.28526444344403673,0.9994276344552963,1,1,0,0,Not hotspot,Not hotspot,2.3198917364881683e-4,0.0015333823572079256
HF2900,Rwesande HC IV,HC IV,PNFP,TORO,5180,8.55256033525353,-0.01537015510180518,11614,0,0,1049.567992990837,109.01194422112071,-5.2603264012996895,4.101299238290097,-7.097351679008186e-4,0.166677429761065,-0.0019083261632956213,0.1649498866777451,0.0998161251665376,0,0,0,0,Not hotspot,Not hotspot,3.120147647612872e-4,0.0014207991319897435
HF2916,Nyamirami HC IV,HC IV,Government,TORO,5784,8.6628507638386,0.12888781692054546,2703,0,0,244.2726265760489,25.371042296339702,-2.5170146386570305,3.306997152662956,0.0016431564814143587,0.2805670610529035,-0.0029426503332718942,0.2753871300600791,0.22329333301520127,0,0,0,0,Not hotspot,Not hotspot,0.0015191325707031476,0.0053952425230257076
HF2927,Kagadi HOSPITAL,General hospital,Government,BUNYORO,7122,8.870943863837724,0.4010699906851808,103509,5434,387,9354.204700059285,971.561678524538,3.4910677433269672,1.492080122688273,0.043824043554618386,0.3077299598783338,-0.04296704477620651,0.2983593189532681,0.9903512113575157,1,1,0,0,Not hotspot,Not hotspot,6.210818429417035e-5,4.102996020884914e-4
HF2931,Kakindo HC IV,HC IV,Government,BUNYORO,6764,8.81936971001847,0.33361188997614694,72717,0,0,6571.502991761209,682.5401711664573,-5.301046590227715,2.859169915334455,0.040307337777938,0.3029216590081885,-0.04392538643938049,0.2951058953227042,0.03186593825264128,0,0,0,0,Not hotspot,Not hotspot,2.0929171396812018e-7,8.991408613457491e-7
HF2932,Kakumiro HC IV,HC IV,Government,BUNYORO,2888,7.968319500012717,-0.7795470573565191,47889,0,0,4327.773516130376,449.49827766533923,-5.265684737548723,2.742463780148304,0.04042785432922545,0.26770322418374193,-0.04429391906564249,0.2613441107072118,0.02742539696890478,0,0,0,0,Not hotspot,Not hotspot,1.9475847260665568e-8,3.421136720979315e-8
HF2937,Kibaale HC IV (Kibaale),HC IV,Government,BUNYORO,2197,7.69484807238461,-1.1372429522932075,36257,0,0,3276.578846380986,340.3173808873062,-4.7801690910160195,2.9295056567437365,0.040936811374629734,0.28894963573434096,-0.04448463709335757,0.2818880283173766,0.05136794311728099,0,0,0,0,Not hotspot,Not hotspot,6.342897622370056e-7,1.3612870020198314e-6
HF2983,Kazo HC IV,HC IV,Government,ANKOLE,2427,7.794411205726601,-1.0070160968138302,12289,0,0,1110.568371436576,115.34766510533429,-4.797047092300187,4.589534241601734,-0.001791731285090749,0.21225861001902377,-5.279660738290921e-4,0.20615922313945156,0.14796195414333535,0,0,0,0,Not hotspot,Not hotspot,4.098001136574913e-4,0.004564360258210095
HF2984,Rushere Community HOSPITAL,General hospital,PNFP,ANKOLE,4264,8.357962965845681,-0.2699001467955758,4819,1527,4,435.4975166370624,45.23235398670404,4.351959004645402,1.5976387159566257,0.0499892262491199,0.33657376772209197,-0.04998470948886773,0.329757642482996,0.9967751205400573,1,1,0,0,Not hotspot,Not hotspot,0.008049730558402458,0.002608392965250726
HF2991,Kiruhura HC IV,HC IV,Government,ANKOLE,786,6.666956792429207,-2.481706958899642,4409,0,0,398.4454349144653,41.3839901903669,-2.7953957893278436,3.4480695286024337,0.04456468481105098,0.40272618437932584,-0.046982984080695685,0.3924093026859922,0.2087651699274875,0,0,0,0,Not hotspot,Not hotspot,1.147611958319473,5.182133104577113
HF3019,Kiryandongo HOSPITAL,General hospital,Government,BUNYORO,2225,7.707512194600341,-1.1206784995866395,45503,11157,727,4112.148474691066,427.10267762128944,6.048352834416236,1.547025034452012,0.00635622857085016,0.2717095751473859,-0.003463613390889006,0.26721349994482513,0.9999537882926807,1,1,0,0,Not hotspot,Not hotspot,6.598235112653797e-4,0.003988341516898505
HF3033,Rubuguri HC IV,HC IV,Government,KIGEZI,6479,8.776321456449958,0.2773055192550691,10245,0,0,925.8501884097747,96.1621636426194,-2.968845128447959,2.2987004494436674,6.771997440677901e-4,0.21160246195987942,-0.0022144532462057376,0.20880526759507204,0.09825963769677493,0,0,0,0,Not hotspot,Not hotspot,0.034362170104102877,0.13076142030701463
HF3034,Kisoro HOSPITAL,General hospital,Government,KIGEZI,2200,7.696212639346407,-1.1354581223208975,23176,2628,711,2094.436697568076,217.53580327782794,6.388949554160315,1.497640966828605,-0.0012778712104062641,0.2111077010833834,0.0046001431709276576,0.2139710647575322,0.9999900499536192,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,5.992734082216412e-4,0.015026382583694797
HF3036,Mutolere (St. Francis) HOSPITAL,General hospital,PNFP,KIGEZI,2990,8.003028666384733,-0.734148068381231,16320,0,0,1474.8535944214273,153.1836516005416,-3.4200586543523523,2.2958894422865908,5.993618682230735e-4,0.21159251865880202,-0.0023622766939842238,0.209198872335478,0.06815889177728351,0,0,0,0,Not hotspot,Not hotspot,5.344490768090047e-6,1.0589414970610504e-4
HF3047,Kyegegwa HC IV,HC IV,Government,TORO,7473,8.91905180393029,0.46399434382225724,70531,0,0,6373.952136528045,662.0218217547671,-5.601586581249265,3.0005051826215228,0.04129883899979369,0.28068468343484937,-0.04535927024144567,0.27421616468554894,0.030959093025964224,0,0,0,0,Not hotspot,Not hotspot,4.536293550639407e-8,8.922843526541273e-8
HF3083,Kyarusozi HC IV,HC IV,Government,TORO,3424,8.138564737261632,-0.556869233114961,36153,0,0,3267.180269553791,339.3412105584792,-3.6685121217600214,2.546011229226613,0.042557936602905376,0.34031006713244344,-0.04485843589246076,0.3299274240931541,0.07480843563433481,0,0,0,0,Not hotspot,Not hotspot,4.454830878820831e-7,3.3004317419367024e-6
HF3085,Kyenjojo Hospital,General hospital,Government,TORO,3472,8.15248607578024,-0.5386603632402549,84598,10855,217,7645.200023337249,794.058244981778,4.390881147360072,1.557775554729622,0.04685432521050196,0.3403451111339409,-0.04534846627764821,0.32955315124742557,0.9975889716164473,1,1,0,0,Not hotspot,Not hotspot,1.8572037064626789e-4,3.454631872361695e-4
HF3103,Bwijanga HC IV,HC IV,Government,BUNYORO,13887,9.53870842969938,1.2744944872205737,17367,0,0,1569.4719592105962,163.01105866094397,-3.99006268458402,2.753084940272422,-0.0030871429801815346,0.19206042277104263,0.0011476939552063623,0.18668921409156292,0.07362606489878332,0,0,0,0,Not hotspot,Not hotspot,1.4542522976446365e-5,1.4743823462766523e-4
HF3109,Masindi HOSPITAL,General hospital,Government,BUNYORO,15165,9.626745420122681,1.3896453472212726,26630,4401,661,2406.5778933481993,249.95592169867786,5.985483293863428,1.5187124250722666,-2.349127709593584e-4,0.15649491361863685,0.003233181931972331,0.1584689102678376,0.9999594551461451,1,1,0,0,Not hotspot,Not hotspot,7.600105177068346e-4,0.010584125231416951
HF3118,Masindi Military/Army Barracks HC IV,HC IV,Government,BUNYORO,4700,8.45531778769815,-0.14256172452984384,10598,0,0,957.7511270636205,99.47551100873406,-2.8182298951969926,2.5883419324176806,1.6791021646274918e-4,0.19164038569243655,-0.0014954923544355512,0.18784261174361405,0.13811736507719374,0,0,0,0,Not hotspot,Not hotspot,1.825613342451734e-5,2.2362363587578613e-4
HF3137,Bugamba HC IV,HC IV,Government,ANKOLE,5569,8.624970783589669,0.07934145826492951,13976,0,0,1263.0241320854086,131.18227418928734,-3.0330332581959643,2.6472198750903053,-0.016737400320239484,0.1815243054271177,0.015989531991417477,0.1783787746969268,0.12595078302671536,0,0,0,0,Not hotspot,Not hotspot,7.550045796863366e-6,4.852697303682271e-5
HF3141,Mbarara Community HOSPITAL,General hospital,PFP,ANKOLE,8147,9.005405040310642,0.5769428826720041,439,1447,424,39.67283872248815,4.120565138029274,9.544625710804423,1.5743394621523548,-0.02852109363710593,0.22969245108776268,0.03462950430834712,0.2262031514742728,0.999999999330401,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.9198371384241185,24.967013438114687
HF3145,UPDF 2nd Div.Hospital,General hospital,Government,ANKOLE,8147,9.005405040310642,0.5769428826720041,13500,0,0,1220.0075689147836,126.71441768427154,-2.8950345897797423,2.694323180853786,-0.03189280670329199,0.264530698149316,0.03125169412212619,0.2575817856140244,0.14130062486178707,0,0,0,0,Not hotspot,Not hotspot,7.72152099994406e-7,3.128798799646969e-5
HF3146,Mayanja Memorial HOSPITAL,General hospital,PNFP,ANKOLE,20013,9.904137341377625,1.7524691799780399,2071,78,8,187.15819816463087,19.438930298083434,4.488995372772502,1.5309477813839438,-0.028215110627404266,0.22631354158103434,0.03151960594734462,0.22173988067858522,0.9983169744193958,1,1,0,0,Not hotspot,Not hotspot,0.002241895945255105,0.02246042123086612
HF3149,Ruharo Mission HOSPITAL,General hospital,PNFP,ANKOLE,12094,9.400464740833158,1.093674134479379,5362,189,295,484.56893218674594,50.32908945356029,5.726714439678644,1.4961344997868744,-0.023768191234922072,0.1767797838577761,0.027727400248691397,0.17407801319461735,0.9999353199132589,1,1,0,0,Not hotspot,Not hotspot,8.10508981675134e-4,0.1162595987693038
HF3153,Mbarara Municipal Council HC IV,HC IV,Government,ANKOLE,22794,10.03425262241568,1.9226577159414304,8864,0,0,801.0479326563438,83.19974802617651,-1.5089955674479965,2.2240308490976126,-0.030476891984878546,0.22682962107610735,0.030798259472700585,0.22165720594566063,0.24872869620012694,0,0,0,0,Not hotspot,Not hotspot,6.393541104052259e-6,2.872734403643713e-5
HF3171,Holy Innocents Children's HOSPITAL,General hospital,PNFP,ANKOLE,7161,8.87640491500694,0.4082129511114688,27126,3398,101,2451.4018751394387,254.61150326692962,4.823145672107548,1.5369885995479744,-0.01812042807524727,0.21021061957420673,0.02118687965575621,0.2064532330114876,0.9991496180407057,1,1,0,0,Not hotspot,Not hotspot,5.654827409827284e-4,0.0015710922296417163
HF3186,Kinoni HC IV,HC IV,Government,ANKOLE,6689,8.808219665118408,0.31902782419748726,17676,0,0,1597.3965768990902,165.91141088793952,-3.113692491549514,2.5780899005831395,-0.019474452607369113,0.18366416294879212,0.018739896552716313,0.18008659486448453,0.11357139020143803,0,0,0,0,Not hotspot,Not hotspot,7.68067904521076e-6,5.74260787423727e-5
HF3188,Bwizibwera HC IV,HC IV,Government,ANKOLE,6161,8.725994381014571,0.21147857549154145,43122,0,0,3896.975287906911,404.75400884304867,-3.9974453560107683,2.5580007055169593,-0.008271531576186777,0.16921716386638633,0.006541136401854772,0.16891808520608162,0.05905893536971418,0,0,0,0,Not hotspot,Not hotspot,4.1092040963471416e-7,3.473709752785008e-6
HF3207,Mitooma HC IV,HC IV,Government,ANKOLE,1752,7.468513271496337,-1.4332849551496956,26197,0,0,2367.4472802118953,245.89167407961938,-2.9166328495358234,2.297053218110476,0.0031552001751248967,0.14112681321210468,-0.004808644792448698,0.14376159832116428,0.10209076295454456,0,0,0,0,Not hotspot,Not hotspot,3.2448223187961904e-7,3.5135449890423406e-6
HF3214,Karugutu HC IV,HC IV,Government,TORO,3173,8.062432791583195,-0.6564485006052113,6196,0,0,559.9382886663703,58.15722459049974,-2.9147211073711907,3.2121774891433996,3.502636069411701e-4,0.2337904802364949,-0.0018065894026396004,0.22891070592257645,0.18209837440140508,0,0,0,0,Not hotspot,Not hotspot,0.0030983450360089716,0.02339095674706998
HF3222,Itojo HOSPITAL,General hospital,Government,ANKOLE,7056,8.861633597686627,0.38889232367294674,11456,15823,629,1035.2893858879822,107.52891622155664,7.596654448157485,1.5910372843105771,-0.002148891251412009,0.25975991591710357,0.005993885412286239,0.2634007497209141,0.9999990999229582,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.01476295362845079,0.05445761796648106
HF3226,Ntungamo HC IV,HC IV,Government,ANKOLE,2940,7.986164860332727,-0.7562056348704581,31784,0,0,2872.3496718805545,298.3326704945842,-3.2206801556208138,2.3289521488751816,-0.0077843835676133935,0.1620321232400034,0.006439505392116101,0.16199293755849944,0.0833495935600228,0,0,0,0,Not hotspot,Not hotspot,1.6042623230378827e-7,2.875438097857186e-6
HF3236,Rwashamaire HC IV,HC IV,Government,ANKOLE,2437,7.798523053625206,-1.0016378709176497,24292,957,2,2195.290656598365,228.0108618063944,1.9544767869741135,1.5284154077520844,0.0022160650245751793,0.12517141779595214,-0.0014339709958899843,0.12306833946577525,0.89950924273975,1,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.984404930225194e-4,5.368104360827181e-5
HF3241,Rubaare HC IV,HC IV,Government,ANKOLE,2690,7.897296472595885,-0.8724439481700058,12615,0,0,1140.0292949525922,118.4075836360804,-2.7740822137760643,2.5821685174739555,-0.006675634254377714,0.1676534773687944,0.0054668810131452425,0.1685091433031336,0.14133904067315517,0,0,0,0,Not hotspot,Not hotspot,1.4256889125181192e-6,2.5549735483520558e-5
HF3255,Rugazi HC IV,HC IV,Government,ANKOLE,2578,7.8547691834991324,-0.9280689063772695,21068,0,0,1903.9347749553083,197.749581612758,-3.3630726790626895,2.696325508005268,0.012185469819779282,0.24826354334548673,-0.014441526637306724,0.24778327282695845,0.10614743772461832,0,0,0,0,Not hotspot,Not hotspot,4.383931354819897e-6,4.222200875812826e-5
HF3264,Bugangari HC IV,HC IV,Government,KIGEZI,5702,8.648572269472618,0.11021179337802804,14470,0,0,1307.6673720145866,135.8190832512155,-3.706459694646251,3.0889569766724874,0.02122710707555929,0.23314592091077865,-0.023717527086213126,0.22858615820194988,0.11508781882707309,0,0,0,0,Not hotspot,Not hotspot,0.0014956101743505074,0.006075061323967345
HF3271,Buhunga HC IV,HC IV,Government,KIGEZI,5382,8.590815331286851,0.034666717710176063,16976,0,0,1534.1369251775827,159.341033674681,-3.0224898806555114,2.413502462404667,0.004389756872922409,0.13547600998433443,-0.00610478252392023,0.13723311589875065,0.10522570051607072,0,0,0,0,Not hotspot,Not hotspot,5.0179358255003175e-6,1.328173202714557e-5
HF3291,Kebisoni HC IV,HC IV,Government,KIGEZI,3506,8.16223106548118,-0.5259140853476826,12078,0,0,1091.5001049890932,113.36716568819493,-3.0649793165400623,2.830138729828457,-0.0044079373980694045,0.18938948953497248,0.0029630842809578125,0.18803205291651542,0.13940898938391388,0,0,0,0,Not hotspot,Not hotspot,3.1923297089768063e-4,0.0012301805077444892
HF3308,Kisiizi NGO HOSPITAL,General hospital,PNFP,KIGEZI,6974,8.849944227235596,0.3736028294066066,26761,672,9,2418.4164853132243,251.18552086287337,2.452551013178797,1.5096546888083078,-0.00882062562184464,0.16421930077120273,0.010249936815167433,0.16343443202629618,0.9478736908036205,1,1,0,0,Not hotspot,Not hotspot,1.148938374609612e-4,1.59546072826106e-4
HF3330,North Kigezi HC IV,HC IV,PNFP,KIGEZI,4417,8.393216011596527,-0.22378977300456704,15918,0,0,1438.524480147076,149.41037782949883,-3.2278552390275403,2.6812163619124663,0.041201949755220256,0.29957833273307966,-0.04412484264847484,0.2930690907237489,0.11431852322753866,0,0,0,0,Not hotspot,Not hotspot,2.592689597817243e-5,9.542419090278753e-5
HF3331,St. Karolii Lwanga Nyakibale HOSPITAL,General hospital,PNFP,KIGEZI,1792,7.491087593534876,-1.403758132570099,5154,828,4,465.7717785323552,48.37674879590634,4.160048951349219,1.61658911682086,0.056924623497901033,0.36932225612163766,-0.0569550389709809,0.3614841833255386,0.9949640293535472,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.003815863803884069,0.002200404574534287
HF3339,Kabwohe HC IV,HC IV,Government,ANKOLE,5006,8.518392471991719,-0.060061128976150784,29106,0,0,2630.3363185802737,273.19628452728944,-3.5614509626728816,2.2832000829111174,-0.0037569628388337364,0.12598165981493334,0.002038736138483656,0.12463422688128453,0.05939759828040969,0,0,0,0,Not hotspot,Not hotspot,1.6394436305644624e-7,4.0926006449643767e-7
HF3353,Kitagata HOSPITAL,General hospital,Government,ANKOLE,6360,8.757783656334167,0.25305839749874226,16796,2124,5,1517.8701575920522,157.65150810555738,2.922741263450575,1.508790168662199,0.005487426884663917,0.12200063569980683,-0.004372257813217407,0.12210955935081806,0.9736360246735805,1,1,0,0,Not hotspot,Not hotspot,9.217243445123229e-4,2.6580250807277725e-4
HF3362,Shuuku HC IV,HC IV,Government,ANKOLE,3279,8.095293776844649,-0.6134669005399142,3052,0,0,275.81208150577186,28.646844649807164,-2.4593834657173197,3.329776213672827,-0.0126716963689712,0.193919848245045,0.011928285842636822,0.19192125955865735,0.23007398123622824,0,0,0,0,Not hotspot,Not hotspot,0.008555495227069868,0.035195322531044605
