catchment_id,facility_name,facility_class,ownership_class,region,tpopn,log_tpopn,z_log_tpopn,catchment_population,malaria_cases,scd_cases,expected_malaria_cases,expected_scd_cases,shared_mean,shared_sd,malaria_spatial_mean,malaria_spatial_sd,scd_spatial_mean,scd_spatial_sd,exceed_prob_rr_gt1,hotspot_080,hotspot_090,robust_hotspot_005_adj,robust_hotspot_010_adj,hotspot_class_005_adj,hotspot_class_010_adj,rr_malaria_adj,rr_scd_adj
HF0889,Uganda Martyrs HOSPITAL,General hospital,PNFP,GREATER KAMPALA,51921,10.857478611593109,2.999423063926532,71727,0,2,6482.035770040792,673.2477805362773,-1.703468496631191,1.587265440463951,5.514925377631939e-4,0.14161408537866646,-7.82599496835472e-4,0.13568849754427056,0.14158854385385378,0,0,0,0,Not hotspot,Not hotspot,3.7288071619857045e-8,5.462563119009661e-6
HF0919,Namayumba HC IV,HC IV,Government,GREATER KAMPALA,6144,8.723231274827508,0.20786448041419212,22924,0,0,2071.6632229483334,215.17046748105486,-2.9499259438430045,2.137939824257403,0.016602348418060752,0.16483601663642472,-0.01782746618907107,0.15886084880994356,0.08382436306456409,0,0,0,0,Not hotspot,Not hotspot,1.3576707294746487e-7,3.0661804121920796e-7
HF0921,Saidina Abubakar Islamic HOSPITAL,General hospital,PNFP,GREATER KAMPALA,13699,9.52507811645139,1.2566662733636675,35279,511,14,3188.1960758329374,331.13762529506783,1.9548292476713096,1.47801345654297,0.005769721179140319,0.15829796128097906,-0.004348050112412165,0.15667472759427983,0.9070167565140401,1,1,0,0,Not hotspot,Not hotspot,5.02900337932443e-5,1.3482718998253783e-4
HF0926,Kasangati HC IV,HC IV,Government,GREATER KAMPALA,26734,10.193691442531419,2.1312009335769657,51320,0,0,4637.836180496793,481.7025122634678,-2.8889089804520034,1.8215954269350523,0.0030094027050731253,0.13527354625317334,-0.0039186075788850165,0.1345885588939295,0.05637845757431592,0,0,0,0,Not hotspot,Not hotspot,1.5057491541825557e-8,4.231278011803732e-8
HF0940,Mildmay Uganda HOSPITAL,General hospital,PNFP,GREATER KAMPALA,19602,9.883386880829125,1.7253279366656384,65003,11,31,5874.3816297901985,610.1346142763483,1.0607479646718423,1.4539211815913073,0.00301081219352142,0.15329347981770605,-0.0018891296044300102,0.14832511941495247,0.7671757147478345,0,0,0,0,Not hotspot,Not hotspot,3.6502627536611085e-7,8.3327768103243e-5
HF0948,Ndejje HC IV,HC IV,Government,GREATER KAMPALA,51329,10.846011173580045,2.9844238534485292,10195,0,0,921.3316418582385,95.6928509845295,-2.177881420903887,2.376444106839748,0.0022744475323916062,0.17237705370229264,-0.0027194573378999634,0.16939955928026837,0.1797166496026913,0,0,0,0,Not hotspot,Not hotspot,3.513663389032921e-6,1.466512620244487e-5
HF0957,Wakiso HC IV,HC IV,Government,GREATER KAMPALA,7825,8.965079015408355,0.5241971399384033,23314,0,0,2106.907886050316,218.83110621415605,-4.293972982773275,3.070326168920355,0.003054260388968895,0.1907184304807889,-0.004623432253095622,0.19130321726853683,0.08097553258611978,0,0,0,0,Not hotspot,Not hotspot,9.828545297227864e-7,2.881728427022669e-6
HF0966,Amuria HC IV,HC IV,Government,TESO,2296,7.738923757439457,-1.0795927189676229,39980,0,0,3613.029822608374,375.2624014086797,-16.165530018341396,2.686270871085602,-0.005393644369402557,0.15626641054186194,-0.002422752379929817,0.15397491186393467,8.838360043839089e-10,0,0,0,0,Not hotspot,Not hotspot,1.5931618848041298e-10,3.167589060968719e-10
HF0975,Kapelebyong HC IV,HC IV,Government,TESO,2612,7.867871490396322,-0.9109313156901039,8327,7821,192,752.5187426928447,78.15933007829105,6.142325029211957,1.5828785493166833,0.009223967221251557,0.29474597896688143,-0.006486362961604793,0.2944567609869124,0.9999478742639618,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.013811128596527828,0.031456383653771014
HF0998,Budaka HC IV,HC IV,Government,BUKEDI,6855,8.832733591996416,0.35109161634240516,41002,0,0,3705.3889141217746,384.85515214003715,-3.5670237929355055,2.36523518335756,-0.023692963909118358,0.22038177229084135,0.02189637053824465,0.2126223575291683,0.06576378531245852,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.0381323611917456e-7,1.649312589396954e-6
HF1015,Bududa HOSPITAL,General hospital,Government,BUGISU_SEBEI,1488,7.305188215393037,-1.6469113022059627,71146,1665,206,6429.530259111941,667.7943674492728,3.4819865058949415,1.5476409248832559,-0.014123388490668083,0.2751015065033519,0.01518736148164478,0.2710444131382417,0.9877713106969731,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,4.0291917540784464e-5,4.6265660972769724e-4
HF1032,Bugiri HOSPITAL,General hospital,Government,BUSOGA,6553,8.787678239039497,0.2921599943539846,51046,11617,551,4613.074545394374,479.13067889713517,4.476851908850676,1.4870045432514756,-0.01402749764536109,0.18775562906641033,0.016109138806800247,0.18320195232865819,0.9986965590936618,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,5.459154102006311e-4,0.0024027015439160473
HF1063,Nankoma HC IV,HC IV,Government,BUSOGA,8742,9.07589427542326,0.6691415823888113,42335,0,0,3825.853365185731,397.36702760471377,-4.44735700912978,2.6844071656902564,-0.015184026425053732,0.20004126355433116,0.012996419191627867,0.19561512659523708,0.04878631689789992,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.3948919946156773e-7,1.4225003060584575e-6
HF1065,Bukedea HC IV,HC IV,Government,TESO,2418,7.790696031174738,-1.011875480836873,22892,0,0,2068.7713531553504,214.87010737987734,-4.009852332886563,2.786312156165537,-0.021328949120491086,0.24512247528647663,0.01907669574178802,0.2368721110123005,0.07505751173391495,0,0,0,0,Not hotspot,Not hotspot,2.517608024892755e-7,1.0758030534627467e-5
HF1092,Muyembe HC IV,HC IV,Government,BUGISU_SEBEI,919,6.823286122355687,-2.277230900622181,45814,0,0,4140.253834241622,430.0218023546086,-4.662734741648682,2.7522458840932593,-0.01616350423308011,0.26287856704440943,0.013266339735120524,0.25685984002071344,0.04511779186889231,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,4.926354694301287e-7,1.5478429827423955e-6
HF1113,Dabani HOSPITAL,General hospital,PNFP,BUKEDI,6842,8.830835365537549,0.3486087689828627,54227,3938,556,4900.544477003109,508.98835020481425,4.785121285461132,1.5204856380588616,-0.014493646666273957,0.2069053015668117,0.016668371528192335,0.20210645867668203,0.9991755089562521,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,1.6400628152093567e-4,0.0021473376434756075
HF1125,Busolwe HOSPITAL,General hospital,Government,BUKEDI,4058,8.30844552038576,-0.3346681085617751,37541,22309,679,3392.6151218244368,352.36932994705467,5.436510276721391,1.5096113224573293,-0.01592833616564918,0.20111768601808863,0.01839073445821078,0.19518095225557308,0.9998416636482483,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0019382709218158302,0.0054738962374328215
HF1130,Kabasa Memorial HOSPITAL,General hospital,PNFP,BUKEDI,7964,8.982686665184087,0.5472276411461092,31671,1852,11,2862.1377566740825,297.27202388730103,2.4774039342332386,1.5356134591598454,-0.009609283572297322,0.227799941301937,0.01014419967682231,0.2251327368843629,0.9466602376725871,1,1,0,0,Not hotspot,Not hotspot,2.2605756034059296e-4,1.4104205754064943e-4
HF1147,Kidera HC IV,HC IV,Government,BUSOGA,9456,9.15440473964588,0.7718319109747835,16454,0,0,1486.9632991795445,154.4414095242225,-5.037680510288864,4.5126815421394415,-0.0018696226739723708,0.21227611100323437,-5.67200493025273e-4,0.20618840806890334,0.1321386164419267,0,0,0,0,Not hotspot,Not hotspot,0.09715266110401412,0.5316079428342325
HF1165,Busesa HC IV,HC IV,Government,BUSOGA,6093,8.714895850248494,0.1969618893086876,28965,0,0,2617.594017304941,271.87282283147596,-3.390622033954053,2.418901117394031,-0.015475310716364887,0.1941239472258624,0.013825007515488688,0.18950683004870442,0.08049944042824086,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,2.5233968828380546e-7,2.6758181869235962e-6
HF1166,Iganga HOSPITAL,General hospital,Government,BUSOGA,5736,8.654517382279456,0.11798789804967744,82312,11399,1041,7438.612075001013,772.6012702539081,4.801438158913242,1.5019549570856283,-0.009007226521215442,0.1725774229013871,0.011320298283139267,0.17141645253805396,0.9993051754397111,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,2.0601676742771198e-4,0.0017445042772078314
HF1180,Bugono HC IV,HC IV,Government,BUSOGA,2933,7.983781068977451,-0.7593235927118437,21313,0,0,1926.0756530578358,200.04921363739845,-4.144736769636075,3.056556475043495,-0.008645457539437304,0.20085207685902876,0.006720715203818652,0.20121471149043815,0.08754717999606032,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.716078083789753e-6,1.8282096804689003e-5
HF1207,Budondo HC IV,HC IV,Government,BUSOGA,11336,9.335738781370516,1.0090136995797223,22757,0,0,2056.5712774662024,213.60296320303462,-2.768254372522105,2.224826171225958,-5.58565486154093e-5,0.15755753358939875,-9.798269867146113e-4,0.15302394628855218,0.1067025919943636,0,0,0,0,Not hotspot,Not hotspot,2.6213084097454905e-7,6.939338818641904e-7
HF1209,Bugembe HC IV,HC IV,Government,BUSOGA,10448,9.254165851516213,0.9023177189432287,19238,0,0,1738.5559711690821,180.57273832666783,-3.0750853424103903,2.462337698672546,-0.0036747589152221418,0.1635516734601151,0.0023671942219572664,0.1616701905280517,0.10586034940821643,0,0,0,0,Not hotspot,Not hotspot,3.10534091262936e-7,8.022269331773711e-7
HF1234,Buwenge NGO Hospital,General hospital,PNFP,BUSOGA,5253,8.566554620953962,0.0029341284243814617,43021,2139,78,3887.847823872808,403.8059972737071,3.389077101720276,1.4965772960704802,0.002919777733534931,0.1725188048817718,-0.0010241808145877605,0.1668402514574062,0.9882299071953019,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,1.4152980711519043e-4,4.8287314077619803e-4
HF1246,Walukuba HC IV,HC IV,Government,BUSOGA,7125,8.871365005136852,0.4016208362166244,4118,0,0,372.1474939845244,38.65259052028372,-2.759575624213765,3.0420519462612776,-0.0020507987561421263,0.17216668418256112,9.761896198946912e-4,0.16719762879156183,0.18216563460720214,0,0,0,0,Not hotspot,Not hotspot,1.7654626487110108e-6,4.740879883353339e-6
HF1249,Mpumudde HC IV,HC IV,Government,BUSOGA,12607,9.44200749423127,1.1480113370301306,27547,0,0,2489.4480371033737,258.56311584804655,-3.9168494639575036,2.651401364255957,-0.001535933514775657,0.17236406681032262,-6.359964701448719e-5,0.1664897349893651,0.06980094234315004,0,0,0,0,Not hotspot,Not hotspot,3.2397895768761727e-7,8.843397979006023e-7
HF1250,Kakira Worker's HOSPITAL,General hospital,PFP,BUSOGA,2953,7.990576881743923,-0.7504347872142868,38980,3224,54,3522.6588915776492,365.8761482468818,3.668588738347273,1.519320114014109,-0.005232720512316762,0.1697165204122536,0.006968101941827644,0.17149366692053106,0.9921242972045101,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,2.5981360047961207e-4,4.1069424110278647e-4
HF1269,Kaberamaido HC IV,HC IV,Government,TESO,509,6.2324480165505225,-3.050036918609835,14944,0,0,1350.50319332315,140.2681672499077,-4.9580762158311,4.537577017897298,-0.0018439901087771253,0.21227026085193273,-5.540795399439437e-4,0.2061783668874744,0.13726926439865705,0,0,0,0,Not hotspot,Not hotspot,3.0169166971310376e-5,4.85224757651037e-4
HF1276,Lwala HOSPITAL,General hospital,PNFP,TESO,8949,9.099297073182859,0.6997520368748504,20124,6090,864,1818.624616062304,188.88895862802076,7.053694220028163,1.4925480276588774,0.002141930460909067,0.1713145370390513,0.0013253575384366014,0.16740356347417312,0.9999988547403779,1,1,0,0,Not hotspot,Not hotspot,0.0018415473508494337,0.02423060051795812
HF1281,Bumanya HC IV,HC IV,Government,BUSOGA,8948,9.09918532261002,0.6996058690594128,43229,0,0,3906.6449775271985,405.75833793136104,-5.727657153169172,3.6541865519744996,-0.005515790487377508,0.20105639928484376,0.0028683840471223684,0.19819697998691055,0.058507890355551484,0,0,0,0,Not hotspot,Not hotspot,5.178726595181985e-7,6.242297435584727e-6
HF1312,Kamuli HOSPITAL,General hospital,Government,BUSOGA,7776,8.958797346140274,0.5159808252395313,38659,1382,17,3493.6498227167867,362.8631609819447,2.7997611516833305,1.499573597158705,0.004214255845509675,0.16999846147360315,-0.002660213309882273,0.16771328516114722,0.9690518714754381,1,1,0,0,Not hotspot,Not hotspot,1.1322187279407075e-4,1.357431276913521e-4
HF1313,Kamuli Mission Hospital,General hospital,PNFP,BUSOGA,7003,8.854093907655518,0.37903053958598054,32937,2093,190,2976.54735535898,309.15502039013717,4.329546604522508,1.4735371664335188,0.0029317657306075304,0.15949735352665526,-5.728243403113183e-4,0.1535292141268508,0.9983493790056742,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,2.3629039615749678e-4,0.001989524476047789
HF1322,Nankandulo HC IV,HC IV,Government,BUSOGA,7175,8.878358040627822,0.4107676056249009,35682,0,0,3224.6155610383194,334.92028531927235,-3.062351820994167,2.2482968928942473,7.949079498997846e-4,0.17091050001978608,-0.001982938761961354,0.168062970241623,0.0865869099181954,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,2.1235703271936071e-7,1.6598399647055118e-6
HF1340,Namwendwa HC IV,HC IV,Government,BUSOGA,7837,8.966611387052865,0.5262014555318553,39080,0,0,3531.6959846807217,366.81477356306164,-3.9557543081034776,2.5195427171820395,-0.0010133115716007034,0.17649621570739207,-6.941638933816248e-4,0.17111458090522746,0.05820422043105211,0,0,0,0,Not hotspot,Not hotspot,2.4693193631922844e-7,1.508504917361095e-6
HF1354,Kapchorwa HOSPITAL,General hospital,Government,BUGISU_SEBEI,3243,8.084254106307318,-0.6279065985621395,26873,3324,39,2428.5380295886653,252.23678121699476,3.821992173070763,1.5609420483723975,-0.0075440395169784295,0.30857650780101736,0.008489007573550733,0.30816139753746474,0.9928277046182256,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,5.635919816972078e-4,6.29103871041553e-4
HF1375,Katakwi General Hospital,General hospital,Government,TESO,4162,8.33375100695358,-0.30156897004045896,16880,22896,957,1525.4613157986332,158.43995337114842,7.308026094592312,1.6089992084441056,-0.039628198850654876,0.4360585983785923,0.043398991556347,0.4224910652402445,0.9999972134510006,1,1,0,0,Not hotspot,Not hotspot,0.009839268706877295,0.03815042413426357
HF1390,Toroma HC IV,HC IV,Government,TESO,1683,7.428333194190806,-1.4858398009523512,7587,0,0,685.6442537301084,71.2135027385606,-1.8393596133510806,2.473171849788854,-0.04449045838423033,0.39961442382618484,0.04349778478091205,0.38444533117587615,0.22852144561312482,0,0,0,0,Not hotspot,Not hotspot,6.283358373864488e-6,7.96584808880867e-5
HF1405,Kibuku HC IV,HC IV,Government,BUKEDI,2146,7.671360923190644,-1.167963736995703,32289,0,0,2917.9869920510705,303.07272834129213,-5.4159084584752515,3.633861797520797,-0.021575143944412647,0.23150373883306363,0.018975164928893288,0.22493689197246763,0.06805951605660687,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,6.743816736333587e-7,8.287300413806092e-6
HF1408,Atutur HOSPITAL,General hospital,Government,TESO,4305,8.367532416861831,-0.2573834704650257,14010,4879,4387,1266.0967437404533,131.50140679678847,7.326053067107388,1.5298601297996868,-0.04757657849271334,0.30690328682370716,0.05230922492537202,0.29721809566524826,0.9999991607063753,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0030443809648940607,0.25366994907242174
HF1419,Kumi HC IV,HC IV,Government,TESO,3805,8.244071270295786,-0.41886851368828487,24695,0,0,2231.710141803747,231.79352183059893,-1.8875559878568773,2.016768066657362,-0.04865574968846902,0.3167732733660135,0.048684516714478966,0.30566225482171444,0.17465432754111532,0,0,0,0,Not hotspot,Not hotspot,2.2239197765837589e-7,2.9944750918701593e-6
HF1421,Kadami HOSPITAL,General hospital,PNFP,TESO,1990,7.595889917718538,-1.2666785061335886,18583,3771,155,1679.3630113439574,174.42474250569023,5.167701484983531,1.4894077111166575,-0.046052157020580076,0.3029450657532787,0.04956723329623996,0.29290274296569746,0.9997394171942392,1,1,0,0,LISA hotspot only,LISA hotspot only,0.0013372343246133636,0.005134749727400701
HF1431,Kumi NGO HOSPITAL,General hospital,PNFP,TESO,3031,8.016647877057803,-0.7163343765001912,3748,1817,92,338.71024950315626,35.179676850418495,6.113565030927438,1.568642532800983,-0.04361449847145497,0.35946581131331745,0.04651228108593986,0.34525297346987993,0.9999513765442425,1,1,0,0,Not hotspot,Not hotspot,0.015840987885909378,0.07487902112165695
HF1438,Kaproron HC IV,HC IV,Government,BUGISU_SEBEI,1353,7.210079628170788,-1.7713116884462765,2355,0,0,212.8235425773567,22.104626196034037,-2.138254959610214,3.451648004587673,-0.009980973853180693,0.35562422006381833,0.008027555962026162,0.3535587724485812,0.26779742037530907,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,0.029675026661643098,0.16213448916136222
HF1475,Kiyunga HC IV,HC IV,Government,BUSOGA,2982,8.000349495324684,-0.7376523777649365,47838,0,0,4323.164598647809,449.01957875408755,-4.839126730055784,3.1401511734491834,-1.1821911967438649e-4,0.244651271382409,-0.0019488645507631623,0.23922471203578946,0.06165243411713084,0,0,0,0,Not hotspot,Not hotspot,1.940574079380208e-6,2.5968543387585043e-5
HF1483,Bugobero HC IV,HC IV,Government,BUGISU_SEBEI,1866,7.531552381407289,-1.3508308902728543,35867,0,0,3241.3341832790034,336.656742154205,-4.574568518435114,2.985352968625982,-0.015258694639873862,0.27506997112423864,0.012378517230379405,0.2703476965662667,0.06271957706990161,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.55242488460404e-6,9.953004205692538e-6
HF1492,Bubulo HC IV,HC IV,Government,BUGISU_SEBEI,3667,8.207129168071326,-0.4671881441177955,28252,0,0,2553.1595434800347,265.18042432711405,-4.638567292408529,2.841003963846792,-0.013431158376413458,0.24370694975083387,0.010481527919302519,0.23882756181003867,0.05126382732508317,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,5.182104354414546e-7,1.496664448708803e-6
HF1515,Kigandalo HC IV,HC IV,Government,BUSOGA,6376,8.760296220470051,0.25634478790876003,40545,0,0,3664.0893986407336,380.5656344450955,-3.784915299893177,2.349662643906686,-0.012514450645156036,0.18073980640509316,0.010660327312846128,0.17741390417806588,0.05360800870724147,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.1151519638535826e-7,8.132325892296062e-7
HF1524,Bufumbo HC IV,HC IV,Government,BUGISU_SEBEI,9522,9.161360189754465,0.7809295193533123,29019,0,0,2622.4740475806007,272.37968050221303,-5.497764879242923,3.270959439926562,-0.01526029316629145,0.24297033663552656,0.011949719306187575,0.2369570680752715,0.046402777740017886,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.2446181499320278e-6,3.6995478991965647e-6
HF1530,Busiu HC IV,HC IV,Government,BUGISU_SEBEI,1981,7.591357046698551,-1.2726074229867663,29079,0,0,2627.896303442444,272.9428556919209,-4.366435786209681,2.695628348363107,-0.014021865029918545,0.2282396410415094,0.01131246769177841,0.22268884329996969,0.05263535181055379,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.5397615652646132e-6,4.229581088989493e-6
HF1532,Cure Children's Hospital,General hospital,PNFP,BUGISU_SEBEI,3231,8.080546965824498,-0.6327554741619033,23806,760,5,2151.3703841174324,223.4491427697606,2.0987183710270947,1.5712850137999248,-0.006763914741600683,0.25582322999339063,0.006901183618893059,0.25420060908086306,0.9091714325597605,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.00016416691786011694,1.2373211796530602e-4
HF1533,Namatala HC IV,HC IV,Government,BUGISU_SEBEI,24123,10.090921021216259,1.996779000930542,56800,0,0,5133.068882545163,533.1391795901202,-4.507294136756832,2.396204212517868,-0.013346018496992833,0.23208219000320626,0.010484876639016765,0.2268080374307314,0.029984993984984554,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.7247248022351403e-7,4.566288953989898e-7
HF1547,Buyinja  HC IV,HC IV,Government,BUSOGA,2732,7.912789220690681,-0.8521797017627619,63519,0,0,5740.271168140604,596.2054145842403,-4.03882324272569,2.28569482842567,-0.015465922987728867,0.192681002000514,0.013467991929811386,0.18785803808111898,0.03861409653313852,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,3.930017190770129e-8,4.622300718216063e-7
HF1583,Nsinze HC IV,HC IV,Government,BUSOGA,5357,8.58615939588096,0.028576834769855165,52652,0,0,4758.210260629718,494.20500147498257,-3.8942664007849275,2.304235967027483,-0.01813078468747523,0.1982556746845052,0.016219816512495048,0.19240134160427944,0.045509509964772765,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,5.712003598558259e-8,8.31816214140869e-7
HF1591,Ngora Ngo HOSPITAL,General hospital,PNFP,TESO,3421,8.137688184977605,-0.5580157483338013,18565,2139,307,1677.7363345854044,174.25578994877785,5.336677600254629,1.5132759995287957,-0.04775008948703699,0.3177989419347021,0.051390846609068265,0.3074987108663757,0.9997895120945673,1,1,0,0,Not hotspot,Not hotspot,7.601484522387532e-4,0.010125840969074497
HF1595,Ngora Gvt HC IV,HC IV,Government,TESO,1969,7.585281078639126,-1.2805546840643605,6851,0,0,619.1312484914951,64.30522041147735,-2.8291679658013744,3.1558040578827,-0.050651176264993804,0.366358349689791,0.04967845160860786,0.35352690255571023,0.18499376744158602,0,0,0,0,Not hotspot,Not hotspot,8.96424731315509e-5,0.00123936105504975
HF1600,Butebo HC IV,HC IV,Government,BUKEDI,8842,9.087268374386188,0.6840187070044618,44898,0,0,4057.4740614174784,421.42399445840175,-2.396214177957635,1.9943151406212094,-0.0447607868304529,0.2831445424012789,0.044513064733695734,0.27323822870684794,0.11477432459394454,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.2925473727140688e-7,7.532518966914059e-7
HF1609,Kanginima HOSPITAL,General hospital,Government,BUKEDI,2909,7.975564658495202,-0.7700705154383085,12997,11399,1041,1174.5509906063292,121.9931323438872,6.634903553848207,1.540300934894615,-0.027877554453860875,0.23710325077594704,0.030837679686974376,0.22738195353756416,0.9999917458825301,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.008263045213232985,0.06995878565540435
HF1617,Pallisa HOSPITAL,General hospital,Government,BUKEDI,4481,8.407601514786142,-0.20497378377251635,54737,810,579,4946.633651828779,513.7753393173311,4.440673358278312,1.5516859562822558,-0.047749983555824375,0.31376617097264636,0.05100065311484895,0.30395622396480365,0.9978940373031532,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,3.3146132138790264e-5,0.002192390678267057
HF1629,Apapai HC IV,HC IV,Government,TESO,8035,8.991562278171614,0.5588367893420318,6620,0,0,598.2555634233976,62.13699593110204,0.9327983589896016,1.3994464663056498,-2.8723503302455975e-4,0.21082742595060966,7.798049147762707e-4,0.20490164106113765,0.747469579551481,0,0,0,0,Not hotspot,Not hotspot,3.123923480198797e-6,6.996058056057771e-5
HF1643,Serere HC IV,HC IV,Government,TESO,4486,8.408716715080153,-0.20351512108640044,40788,0,0,3686.0495348811996,382.8464939634124,-0.9327983707136656,1.3994464662827668,2.8722800628691364e-4,0.21082742593740444,-7.798100651814368e-4,0.20490164052160256,0.25253041776860385,0,0,0,0,Not hotspot,Not hotspot,8.092549496313654e-8,1.917865063301492e-6
HF1647,Budadiri HC IV,HC IV,Government,BUGISU_SEBEI,5077,8.532475814947395,-0.04164036010123459,35229,0,0,3183.677529281401,330.66831263697793,-4.738432122993699,2.7914708013668657,-0.016244609838704717,0.24932974289975998,0.013333835129158228,0.24290158524080707,0.04480411597207046,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,5.221498092160138e-7,1.7175797999686207e-6
HF1667,Buwasa HC IV,HC IV,Government,BUGISU_SEBEI,1547,7.344072850573066,-1.596050872285943,25438,0,0,2298.8557435595753,238.76750792981477,-5.3680390525243045,3.2739994329192736,-0.016841181678405915,0.24149275341423276,0.013669795511974626,0.23461742825792326,0.050544512570331435,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.007037370524838e-6,2.7740501990935964e-6
HF1688,ATIRIR HC IV,HC IV,Government,TESO,4553,8.423541635334782,-0.1841243819373885,8949,0,0,808.7294617939555,83.99757954492934,-1.928217591222596,2.208066975824845,-6.757346938870173e-4,0.26109191272882193,-2.1814034892349036e-4,0.2533326644807373,0.19126056250276424,0,0,0,0,Not hotspot,Not hotspot,1.938046831089621e-6,5.882287289714316e-5
HF1697,Princes Diana HC IV,HC IV,Government,TESO,5429,8.599510233905452,0.04603949987072091,13885,2897,67,1254.8003773616126,130.32812515156374,4.543147769146182,1.5615031267583797,0.0026605400063203174,0.21018680449559407,-5.293722737174715e-4,0.20338991288885916,0.9981897940410949,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0018399136123926326,0.003952331268496194
HF1698,Soroti REGIONAL REF HOSPITAL,Hospital,Government,TESO,1923,7.56164174558878,-1.3114745226174715,44836,7489,1167,4051.8710636935734,420.8420467623703,5.480015342715596,1.5622572487301924,-0.006464033610644253,0.21238751947822376,0.009464943814649218,0.2152223138179156,0.9997740473077104,1,1,0,0,Not hotspot,Not hotspot,4.5619347675450027e-4,0.006587882533409288
HF1722,Mukuju HC IV,HC IV,Government,BUKEDI,5650,8.639410824140487,0.09822878142166923,20993,0,0,1897.156955128004,197.04561262562314,-2.8541169217788798,2.2052486670190894,-0.01670552436789679,0.21680632667744276,0.015020273498583262,0.210229137151571,0.09779158908565844,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,3.227297949153698e-7,1.5344590100380121e-6
HF1726,Mulanda HC IV,HC IV,Government,BUKEDI,13427,9.505022884072709,1.2304343764665227,10796,0,0,975.644571407704,101.33398913477004,-1.5000136990807416,2.102924762975346,-0.016559218101893383,0.20023595622675988,0.015707916031579408,0.19435078814036877,0.2378304415400596,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.6691949981505924e-6,9.269743832397364e-6
HF1734,Nagongera HC IV,HC IV,Government,BUKEDI,2427,7.794411205726601,-1.0070160968138302,26861,0,0,2427.4535784162968,252.12414617905316,-2.2148209284588423,2.0008507590853037,-0.016049416863620245,0.20936595765989444,0.014669055663481475,0.20292358159341758,0.13416002275416894,0,0,0,0,Bayesian hotspot only,Bayesian hotspot only,1.8064884099473352e-7,1.3399458237511983e-6
HF1747,Rubongi Military HOSPITAL,General hospital,Government,BUKEDI,13270,9.493261127326253,1.2150502021784053,18869,4349,57,1705.2090976187446,177.10921090996442,4.472489399370056,1.4818391196412448,-0.013675554069638683,0.20508325525840682,0.015557194490832293,0.19989105387037762,0.9987286021346901,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.00149566256762613,0.0018560694635811632
HF1751,Benedictine Eye HOSPITAL,General hospital,Government,BUKEDI,2650,7.882314918980268,-0.8920395610446626,10610,0,0,958.8355782359893,99.58814604667563,-2.2030083993535663,2.3764994732895848,-0.01841890266213342,0.2413949791071256,0.017157684693746813,0.2348837375032002,0.17696398946230185,0,0,0,0,Not hotspot,Not hotspot,1.2509516809087976e-6,6.275621711591358e-5
HF1752,Tororo General HOSPITAL,General hospital,Government,BUKEDI,4817,8.479906606630221,-0.11039997487421103,8639,16907,2472,780.7144731744309,81.087841064772,7.5973755005662325,1.5061049504699477,-0.015421150868659353,0.2211962481365532,0.01888998195423761,0.21551686554529098,0.9999997725106138,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.027739346109246363,0.3758981202143592
