catchment_id,area_index,catchment_population,malaria_cases,scd_cases,expected_malaria_cases,expected_scd_cases,shared_mean,shared_sd,malaria_spatial_mean,malaria_spatial_sd,scd_spatial_mean,scd_spatial_sd,exceed_prob_rr_gt1,hotspot_080,hotspot_090,robust_hotspot_005,robust_hotspot_010,hotspot_class_005,hotspot_class_010,rr_malaria,rr_scd
HF1166,91,82312,11399,1041,7438.612075001013,772.6012702539081,4.801438158913242,1.5019549570856283,-0.009007226521215442,0.1725774229013871,0.011320298283139267,0.17141645253805396,0.9993051754397111,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,2.060134818574964e-4,0.001744459133696011
HF1180,92,21313,0,0,1926.0756530578358,200.04921363739845,-4.144736769636075,3.056556475043495,-0.008645457539437304,0.20085207685902876,0.006720715203818652,0.20121471149043815,0.08754717999606032,0,0,0,0,Not hotspot,Not hotspot,1.3211238983972597e-6,1.1168762160560343e-4
HF1207,93,22757,0,0,2056.5712774662024,213.60296320303462,-2.768254372522105,2.224826171225958,-5.58565486154093e-5,0.15755753358939875,-9.798269867146113e-4,0.15302394628855218,0.1067025919943636,0,0,0,0,Not hotspot,Not hotspot,3.137535130478065e-7,2.689722525786701e-5
HF1209,94,19238,0,0,1738.5559711690821,180.57273832666783,-3.0750853424103903,2.462337698672546,-0.0036747589152221418,0.1635516734601151,0.0023671942219572664,0.1616701905280517,0.10586034940821643,0,0,0,0,Not hotspot,Not hotspot,5.582199603688995e-7,5.0334679104897536e-5
HF1234,95,43021,2139,78,3887.847823872808,403.8059972737071,3.389077101720276,1.4965772960704802,0.002919777733534931,0.1725188048817718,-0.0010241808145877605,0.1668402514574062,0.9882299071953019,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,1.4152947957926762e-4,4.812201638092948e-4
HF1246,96,4118,0,0,372.1474939845244,38.65259052028372,-2.759575624213765,3.0420519462612776,-0.0020507987561421263,0.17216668418256112,9.761896198946912e-4,0.16719762879156183,0.18216563460720214,0,0,0,0,Not hotspot,Not hotspot,4.1387581219070386e-5,0.0025637389323221594
HF1249,97,27547,0,0,2489.4480371033737,258.56311584804655,-3.9168494639575036,2.651401364255957,-0.001535933514775657,0.17236406681032262,-6.359964701448719e-5,0.1664897349893651,0.06980094234315004,0,0,0,0,Not hotspot,Not hotspot,3.772066229307188e-7,3.1984909921801823e-5
HF1250,98,38980,3224,54,3522.6588915776492,365.8761482468818,3.668588738347273,1.519320114014109,-0.005232720512316762,0.1697165204122536,0.006968101941827644,0.17149366692053106,0.9921242972045101,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,2.598272002484209e-4,4.079848567803307e-4
HF1269,99,14944,0,0,1350.50319332315,140.2681672499077,-4.9580762158311,4.537577017897298,-0.0018439901087771253,0.21227026085193273,-5.540795399439437e-4,0.2061783668874744,0.13726926439865705,0,0,0,0,Not hotspot,Not hotspot,2.2053497957450573e-4,0.009921165063777916
HF1276,100,20124,6090,864,1818.624616062304,188.88895862802076,7.053694220028163,1.4925480276588774,0.002141930460909067,0.1713145370390513,0.0013253575384366014,0.16740356347417312,0.9999988547403779,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0018415060248278107,0.02423050368421132
HF1281,101,43229,0,0,3906.6449775271985,405.75833793136104,-5.727657153169172,3.6541865519744996,-0.005515790487377508,0.20105639928484376,0.0028683840471223684,0.19819697998691055,0.058507890355551484,0,0,0,0,Not hotspot,Not hotspot,2.025396189281399e-6,9.36184710357475e-5
HF1312,102,38659,1382,17,3493.6498227167867,362.8631609819447,2.7997611516833305,1.499573597158705,0.004214255845509675,0.16999846147360315,-0.002660213309882273,0.16771328516114722,0.9690518714754381,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,1.1324524975494588e-4,1.3450002909559737e-4
HF1313,103,32937,2093,190,2976.54735535898,309.15502039013717,4.329546604522508,1.4735371664335188,0.0029317657306075304,0.15949735352665526,-5.728243403113183e-4,0.1535292141268508,0.9983493790056742,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,2.362785389820506e-4,0.001991957597741757
HF1322,104,35682,0,0,3224.6155610383194,334.92028531927235,-3.062351820994167,2.2482968928942473,7.949079498997846e-4,0.17091050001978608,-0.001982938761961354,0.168062970241623,0.0865869099181954,0,0,0,0,Not hotspot,Not hotspot,1.2619565323542178e-7,1.123773027654976e-5
HF1340,105,39080,0,0,3531.6959846807217,366.81477356306164,-3.9557543081034776,2.5195427171820395,-0.0010133115716007034,0.17649621570739207,-6.941638933816248e-4,0.17111458090522746,0.05820422043105211,0,0,0,0,Not hotspot,Not hotspot,1.486748199384569e-7,1.3217302651135357e-5
HF1354,106,26873,3324,39,2428.5380295886653,252.23678121699476,3.821992173070763,1.5609420483723975,-0.0075440395169784295,0.30857650780101736,0.008489007573550733,0.30816139753746474,0.9928277046182256,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,5.636316752569569e-4,6.230658830436123e-4
HF1375,107,16880,22896,957,1525.4613157986332,158.43995337114842,7.308026094592312,1.6089992084441056,-0.039628198850654876,0.4360585983785923,0.043398991556347,0.4224910652402445,0.9999972134510006,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.009839299392582556,0.03814329809666513
HF1390,108,7587,0,0,685.6442537301084,71.2135027385606,-1.8393596133510806,2.473171849788854,-0.04449045838423033,0.39961442382618484,0.04349778478091205,0.38444533117587615,0.22852144561312482,0,0,0,0,Not hotspot,Not hotspot,3.3482252900437243e-6,3.287408198622863e-4
HF1405,109,32289,0,0,2917.9869920510705,303.07272834129213,-5.4159084584752515,3.633861797520797,-0.021575143944412647,0.23150373883306363,0.018975164928893288,0.22493689197246763,0.06805951605660687,0,0,0,0,Not hotspot,Not hotspot,3.471723372182106e-6,1.5770950991766527e-4
HF1408,110,14010,4879,4387,1266.0967437404533,131.50140679678847,7.326053067107388,1.5298601297996868,-0.04757657849271334,0.30690328682370716,0.05230922492537202,0.29721809566524826,0.9999991607063753,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0030440421667821986,0.25369503929278053
HF1419,111,24695,0,0,2231.710141803747,231.79352183059893,-1.8875559878568773,2.016768066657362,-0.04865574968846902,0.3167732733660135,0.048684516714478966,0.30566225482171444,0.17465432754111532,0,0,0,0,Not hotspot,Not hotspot,2.2936386136591234e-7,1.9233660551367294e-5
HF1421,112,18583,3771,155,1679.3630113439574,174.42474250569023,5.167701484983531,1.4894077111166575,-0.046052157020580076,0.3029450657532787,0.04956723329623996,0.29290274296569746,0.9997394171942392,1,1,1,1,Robust hotspot,Robust hotspot,0.0013372258253361293,0.005111402512822581
HF1431,113,3748,1817,92,338.71024950315626,35.179676850418495,6.113565030927438,1.568642532800983,-0.04361449847145497,0.35946581131331745,0.04651228108593986,0.34525297346987993,0.9999513765442425,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.015840869329464744,0.07470034421337358
HF1438,114,2355,0,0,212.8235425773567,22.104626196034037,-2.138254959610214,3.451648004587673,-0.009980973853180693,0.35562422006381833,0.008027555962026162,0.3535587724485812,0.26779742037530907,0,0,0,0,Not hotspot,Not hotspot,2.2727978368977016e-4,0.022118624026881504
HF1475,115,47838,0,0,4323.164598647809,449.01957875408755,-4.839126730055784,3.1401511734491834,-1.1821911967438649e-4,0.244651271382409,-0.0019488645507631623,0.23922471203578946,0.06165243411713084,0,0,0,0,Not hotspot,Not hotspot,2.680457759796861e-7,2.7352207472660635e-5
HF1483,116,35867,0,0,3241.3341832790034,336.656742154205,-4.574568518435114,2.985352968625982,-0.015258694639873862,0.27506997112423864,0.012378517230379405,0.2703476965662667,0.06271957706990161,0,0,0,0,Not hotspot,Not hotspot,4.0027995470152717e-7,3.44226922661282e-5
HF1492,117,28252,0,0,2553.1595434800347,265.18042432711405,-4.638567292408529,2.841003963846792,-0.013431158376413458,0.24370694975083387,0.010481527919302519,0.23882756181003867,0.05126382732508317,0,0,0,0,Not hotspot,Not hotspot,6.445398351907826e-7,3.7388445315339943e-5
HF1515,118,40545,0,0,3664.0893986407336,380.5656344450955,-3.784915299893177,2.349662643906686,-0.012514450645156036,0.18073980640509316,0.010660327312846128,0.17741390417806588,0.05360800870724147,0,0,0,0,Not hotspot,Not hotspot,1.1576663207378824e-7,9.715947832052751e-6
HF1524,119,29019,0,0,2622.4740475806007,272.37968050221303,-5.497764879242923,3.270959439926562,-0.01526029316629145,0.24297033663552656,0.011949719306187575,0.2369570680752715,0.046402777740017886,0,0,0,0,Not hotspot,Not hotspot,2.2211319292199337e-6,6.767209723574314e-5
HF1530,120,29079,0,0,2627.896303442444,272.9428556919209,-4.366435786209681,2.695628348363107,-0.014021865029918545,0.2282396410415094,0.01131246769177841,0.22268884329996969,0.05263535181055379,0,0,0,0,Not hotspot,Not hotspot,4.295417366922293e-7,2.8741201061754704e-5
HF1532,121,23806,760,5,2151.3703841174324,223.4491427697606,2.0987183710270947,1.5712850137999248,-0.006763914741600683,0.25582322999339063,0.006901183618893059,0.25420060908086306,0.9091714325597605,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,1.6423028749137418e-4,1.149253290807458e-4
HF1533,122,56800,0,0,5133.068882545163,533.1391795901202,-4.507294136756832,2.396204212517868,-0.013346018496992833,0.23208219000320626,0.010484876639016765,0.2268080374307314,0.029984993984984554,0,0,0,0,Not hotspot,Not hotspot,6.803065328474592e-8,5.108637038320896e-6
HF1547,123,63519,0,0,5740.271168140604,596.2054145842403,-4.03882324272569,2.28569482842567,-0.015465922987728867,0.192681002000514,0.013467991929811386,0.18785803808111898,0.03861409653313852,0,0,0,0,Not hotspot,Not hotspot,4.348148085469994e-8,3.696024395994776e-6
HF1583,124,52652,0,0,4758.210260629718,494.20500147498257,-3.8942664007849275,2.304235967027483,-0.01813078468747523,0.1982556746845052,0.016219816512495048,0.19240134160427944,0.045509509964772765,0,0,0,0,Not hotspot,Not hotspot,6.459507998950221e-8,5.505743230210155e-6
HF1591,125,18565,2139,307,1677.7363345854044,174.25578994877785,5.336677600254629,1.5132759995287957,-0.04775008948703699,0.3177989419347021,0.051390846609068265,0.3074987108663757,0.9997895120945673,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,7.600723519247844e-4,0.01012224109864603
HF1595,126,6851,0,0,619.1312484914951,64.30522041147735,-2.8291679658013744,3.1558040578827,-0.050651176264993804,0.366358349689791,0.04967845160860786,0.35352690255571023,0.18499376744158602,0,0,0,0,Not hotspot,Not hotspot,1.3041000966189532e-5,0.0013851831251452521
HF1600,127,44898,0,0,4057.4740614174784,421.42399445840175,-2.396214177957635,1.9943151406212094,-0.0447607868304529,0.2831445424012789,0.044513064733695734,0.27323822870684794,0.11477432459394454,0,0,0,0,Not hotspot,Not hotspot,6.889840459087602e-8,5.762585081775414e-6
HF1609,128,12997,11399,1041,1174.5509906063292,121.9931323438872,6.634903553848207,1.540300934894615,-0.027877554453860875,0.23710325077594704,0.030837679686974376,0.22738195353756416,0.9999917458825301,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.00826295699156908,0.06996548787868538
HF1617,129,54737,810,579,4946.633651828779,513.7753393173311,4.440673358278312,1.5516859562822558,-0.047749983555824375,0.31376617097264636,0.05100065311484895,0.30395622396480365,0.9978940373031532,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,3.312944261133567e-5,0.002194452444980388
HF1629,130,6620,0,0,598.2555634233976,62.13699593110204,0.9327983589896016,1.3994464663056498,-2.8723503302455975e-4,0.21082742595060966,7.798049147762707e-4,0.20490164106113765,0.747469579551481,0,0,0,0,Not hotspot,Not hotspot,3.0968542947336677e-6,2.355943384407632e-4
HF1643,131,40788,0,0,3686.0495348811996,382.8464939634124,-0.9327983707136656,1.3994464662827668,2.8722800628691364e-4,0.21082742593740444,-7.798100651814368e-4,0.20490164052160256,0.25253041776860385,0,0,0,0,Not hotspot,Not hotspot,8.12988781347035e-8,6.318360673443972e-6
HF1647,132,35229,0,0,3183.677529281401,330.66831263697793,-4.738432122993699,2.7914708013668657,-0.016244609838704717,0.24932974289975998,0.013333835129158228,0.24290158524080707,0.04480411597207046,0,0,0,0,Not hotspot,Not hotspot,3.6240845216629763e-7,2.280804732526704e-5
HF1667,133,25438,0,0,2298.8557435595753,238.76750792981477,-5.3680390525243045,3.2739994329192736,-0.016841181678405915,0.24149275341423276,0.013669795511974626,0.23461742825792326,0.050544512570331435,0,0,0,0,Not hotspot,Not hotspot,2.914880217054943e-6,8.830940099317277e-5
HF1688,134,8949,0,0,808.7294617939555,83.99757954492934,-1.928217591222596,2.208066975824845,-6.757346938870173e-4,0.26109191272882193,-2.1814034892349036e-4,0.2533326644807373,0.19126056250276424,0,0,0,0,Not hotspot,Not hotspot,2.0416275006131315e-6,1.718914951075204e-4
HF1697,135,13885,2897,67,1254.8003773616126,130.32812515156374,4.543147769146182,1.5615031267583797,0.0026605400063203174,0.21018680449559407,-5.293722737174715e-4,0.20338991288885916,0.9981897940410949,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0018400612642395038,0.0039733587883200045
HF1698,136,44836,7489,1167,4051.8710636935734,420.8420467623703,5.480015342715596,1.5622572487301924,-0.006464033610644253,0.21238751947822376,0.009464943814649218,0.2152223138179156,0.9997740473077104,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,4.561806392411347e-4,0.006590676359517475
HF1722,137,20993,0,0,1897.156955128004,197.04561262562314,-2.8541169217788798,2.2052486670190894,-0.01670552436789679,0.21680632667744276,0.015020273498583262,0.210229137151571,0.09779158908565844,0,0,0,0,Not hotspot,Not hotspot,3.753535449016124e-7,3.0674918826636376e-5
HF1726,138,10796,0,0,975.644571407704,101.33398913477004,-1.5000136990807416,2.102924762975346,-0.016559218101893383,0.20023595622675988,0.015707916031579408,0.19435078814036877,0.2378304415400596,0,0,0,0,Not hotspot,Not hotspot,1.2555833828670021e-6,1.0658809064198883e-4
HF1734,139,26861,0,0,2427.4535784162968,252.12414617905316,-2.2148209284588423,2.0008507590853037,-0.016049416863620245,0.20936595765989444,0.014669055663481475,0.20292358159341758,0.13416002275416894,0,0,0,0,Not hotspot,Not hotspot,1.9425595341783548e-7,1.5987252092270915e-5
HF1747,140,18869,4349,57,1705.2090976187446,177.10921090996442,4.472489399370056,1.4818391196412448,-0.013675554069638683,0.20508325525840682,0.015557194490832293,0.19989105387037762,0.9987286021346901,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0014957291218514097,0.0018364581137415633
HF1751,141,10610,0,0,958.8355782359893,99.58814604667563,-2.2030083993535663,2.3764994732895848,-0.01841890266213342,0.2413949791071256,0.017157684693746813,0.2348837375032002,0.17696398946230185,0,0,0,0,Not hotspot,Not hotspot,1.623960010446447e-6,1.4781562797201004e-4
HF1752,142,8639,16907,2472,780.7144731744309,81.087841064772,7.5973755005662325,1.5061049504699477,-0.015421150868659353,0.2211962481365532,0.01888998195423761,0.21551686554529098,0.9999997725106138,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.027739029533968312,0.37597677906385873
HF1754,143,13722,1374,261,1240.0699156036046,128.79816588619067,5.633561935512519,1.5503765401223484,-0.017330310600759676,0.2561409204919326,0.019905518622247084,0.25055955263856294,0.9998602927229059,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,8.938450978481506e-4,0.015756932219754514
HF1769,144,3752,3938,556,339.07173322727914,35.21722186306569,7.900338303926177,1.6004303895299254,-9.993402600443184e-4,0.21120622649268958,0.005055986468465772,0.21491465197072634,0.9999996020774703,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.034257033007307314,0.44861285469009554
HF1785,145,39520,13988,328,3571.4591943342407,370.9447249542527,4.983533649864121,1.540694933963445,0.033359282927724415,0.26027510897560996,-0.03190023600981439,0.2531843590580923,0.9993909362392471,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0010966568926119753,0.002386927296559217
HF1805,146,9776,0,0,883.4662217563648,91.7600109097362,-6.912599285876192,5.660369035161565,0.034022930716639664,0.3134909039131078,-0.03841715139310732,0.30584094687975627,0.11099991530781683,0,0,0,0,Not hotspot,Not hotspot,0.09304935013108223,0.2462082189146777
HF1831,147,8783,16436,1408,793.7278872428552,82.43946152007088,8.188799753017545,1.602772955641762,0.0014353840076324418,0.2112833856372073,0.0026517773088490125,0.2093928599774294,0.9999998381902071,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.02608946969821077,0.20723795147460258
HF1856,148,13211,0,0,1193.8903698469042,124.00179052051195,-0.07889229010016867,1.4284125623678514,2.222565697508178e-5,0.2108725261226285,-6.37479971378169e-5,0.20448891127979582,0.47797731763950413,0,0,0,0,Not hotspot,Not hotspot,7.596511838550064e-7,5.743886053866863e-5
HF1868,149,20616,0,0,1863.0871141294208,193.50699518362535,-5.6966919192044,4.7106455833907726,0.001396509231249924,0.27449868250603365,-0.004292817632878596,0.2744474215095325,0.11326939425841809,0,0,0,0,Not hotspot,Not hotspot,3.6789034901708504e-4,0.007574941655283408
HF1882,150,22673,0,0,2048.9801192596215,212.8145179374436,-5.304461151770604,4.432797961167315,-0.0019545552325610006,0.21229612901872338,-6.121941013825564e-4,0.20622496948269758,0.11572354805906249,0,0,0,0,Not hotspot,Not hotspot,6.492150195523371e-5,0.0031726122644124125
HF1903,151,5663,0,0,511.77058242699405,53.15435165526146,-6.821082077988772,5.832394476828077,0.034057518442166666,0.3135025649046427,-0.03840724381431212,0.30584222584371745,0.12109778133056237,0,0,0,0,Not hotspot,Not hotspot,0.4376461178022325,0.9499905494816903
HF1927,152,16106,0,0,1455.5142151808523,151.17499342391685,-4.1593818193852305,3.292667526714299,-0.011348214219826567,0.224170443472023,0.009832821970725561,0.2236361429852546,0.1032540626602727,0,0,0,0,Not hotspot,Not hotspot,4.150866912232752e-6,2.994629911065427e-4
HF1934,153,21637,2482,737,1955.3558347117907,203.09035966182097,5.807634234378368,1.5817358919127245,-0.015612783866734281,0.29402167572227905,0.019242625815239774,0.2927709753120251,0.9998795212086218,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,6.49298284572653e-4,0.017875155485876815
HF1965,154,65633,7301,802,5931.3153163395555,616.047953768281,5.172091195477386,1.56410783005098,-0.00749665446829793,0.2087520349444292,0.010448677794940972,0.210801228795833,0.9995280504725221,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,2.0754210425775685e-4,0.0021142598080000456
HF1970,155,48979,1847,556,4426.277830953866,459.72929361169895,4.698035504272959,1.5468957195116684,-0.011996918533944183,0.18593814935379957,0.014931969840374443,0.1841482051317653,0.9988055627451056,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,9.430100969752533e-5,0.0026320895800227536
HF1994,156,37474,0,0,3386.560269445378,351.7404509852142,-4.825174419413623,3.008149262298812,-0.008125194013307037,0.14825101792939746,0.006133939942347997,0.14754616914971797,0.054353252600615964,0,0,0,0,Not hotspot,Not hotspot,4.315773337399537e-7,3.0153825205664246e-5
HF1999,157,16857,0,0,1523.3827843849265,158.22406954842705,-3.8460938814395615,1.4398912994718813,-0.01007555629866056,0.2164729113929192,0.008559369534509559,0.21658326176155931,0.0037801541858584198,0,0,0,0,Not hotspot,Not hotspot,4.2449894535129623e-7,1.3814176753446064e-5
HF2009,158,44937,1801,50,4060.9985277276764,421.79005833171186,3.8460938799018964,1.4398912961718886,0.010075556461446655,0.21647291129472238,-0.008559371394083037,0.21658326154420668,0.9962198458710573,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,1.0922981148886137e-4,2.850744839861689e-4
HF2019,159,28213,0,0,2549.635077169836,264.81436045380394,-3.0399759443948615,2.126342284387713,-8.11717978177209e-4,0.17123040336562964,-6.834166527029241e-4,0.16659776448331817,0.07640532552433943,0,0,0,0,Not hotspot,Not hotspot,1.9674338957668307e-7,1.5843882723184794e-5
HF2027,160,8475,0,0,765.893640485392,79.54849554623713,-17.66035959236458,2.6935137842228785,-0.0015591396283007976,0.1712249099870209,-0.007222300299932136,0.17576737055602695,2.7519653222896068e-11,0,0,0,0,Not hotspot,Not hotspot,1.2020767650371985e-10,1.470475699283551e-9
HF2028,161,8613,1821,39,778.364828967632,80.84379848256525,4.341690923275092,1.5455108525810068,0.0060291499190393595,0.17336729150364258,-0.00412812328974321,0.17354073679220727,0.9975169696709131,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0030059897160646565,0.006036884386474298
HF2029,162,28907,14835,4585,2612.352503305159,271.32842014809165,7.165915778515545,1.5910885688757104,-0.004485219276938252,0.2604968527826665,0.008349013471516216,0.2653837214611294,0.9999966622629947,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.002173897535050138,0.062282582522133964
HF2057,163,12103,0,0,1093.7593782648612,113.60182201723988,-4.784533962722126,4.593664474366737,-0.0017876475620390722,0.21225771523535236,-5.25960891889116e-4,0.20615779955185615,0.1488100423676083,0,0,0,0,Not hotspot,Not hotspot,4.1562875089494613e-4,0.017856631949245378
HF2067,164,42088,17764,2371,3803.531745221142,395.04862307374964,6.152704192686721,1.567877310338201,8.108344564906905e-6,0.2590395919915851,0.00298846103174058,0.2555986899223335,0.9999564954049402,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0012279363328987804,0.015193929148724375
HF2099,165,7239,5434,387,654.1951697314162,67.94708663825494,7.137646084770914,1.5944285551710653,0.0025929175580425854,0.21161562033786324,9.099648548085814e-4,0.20542508584281463,0.9999962082453885,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.01269815471635689,0.08392839621960727
HF2108,166,3020,0,0,272.9202117127886,28.346484548629633,-3.674441742442752,5.025321861012358,-0.0014122967662942478,0.21218533680621549,-3.618224157844157e-4,0.20606406705195007,0.23233297249706952,0,0,0,0,Not hotspot,Not hotspot,0.03674912171051689,1.0750230531936245
HF2124,167,29361,15823,629,2653.380905993108,275.5897790835479,6.464767807427959,1.5709527154694418,0.00586998730665036,0.21340945102506578,-0.0027965850845987333,0.20975498949245866,0.9999806569107538,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.002247502994510466,0.008289204111400777
HF2140,168,4459,0,0,402.9639814660015,41.8533028484568,-3.979811747596325,4.89194063256714,-0.001518116597386225,0.2122037426028915,-4.0427257023050817e-4,0.20608394864401516,0.2079529511418099,0,0,0,0,Not hotspot,Not hotspot,0.009826864281474775,0.3252243872050082
HF2145,169,44637,2628,711,4033.887248418459,418.9741823831725,5.044705592020446,1.549922908822335,-0.018854772904249473,0.19860956169773372,0.021992509360741718,0.1943068503077929,0.9994326600537132,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,1.6153399691592983e-4,0.004052030800402003
HF2152,170,18498,0,0,1671.681482206346,173.6269109869374,-9.263569691487376,5.799049307871272,0.00948697077601783,0.23914957744014248,-0.014588535546086521,0.24116264112037003,0.055085053237992065,0,0,0,0,Not hotspot,Not hotspot,0.011941289808840922,0.02901998610992225
HF2167,171,17234,0,0,1557.4526253835097,161.76268699042487,-5.076065495069467,4.500856439487449,-0.0018819350159835434,0.2122789526707937,-5.735774340888916e-4,0.20619338977674015,0.12970221534554316,0,0,0,0,Not hotspot,Not hotspot,1.4452810257963784e-4,0.006696554674942709
HF2186,172,1735,0,0,156.7935653383074,16.28514923571934,0.8386632539288741,1.593905961322013,-1.2550780634121457e-4,0.21112965978810352,5.607305523711706e-4,0.20506400114415627,0.7006144625561902,0,0,0,0,Not hotspot,Not hotspot,4.214072833982292e-5,0.002973388993716339
HF2190,173,9064,0,0,819.1221188624888,85.07699865853608,-0.8386632606168666,1.5939059612821889,1.2550330576403885e-4,0.2111296599044428,-5.607329532199366e-4,0.2050640006578063,0.2993855359816874,0,0,0,0,Not hotspot,Not hotspot,1.543700142139265e-6,1.109851886317687e-4
HF2205,174,28991,180,0,2619.94366151174,272.11686541368266,0.0330092575062011,1.6987517908395031,0.01175421075327549,0.14738056794805443,-0.01237057213411907,0.14520709900735287,0.5077515502057828,0,0,0,0,Not hotspot,Not hotspot,2.623117373155671e-5,1.4327824674054607e-5
HF2206,175,20149,13408,3698,1820.8838893380723,189.1236149570657,7.388336983844775,1.568646864659966,0.005142588863264765,0.20277000608117832,-0.0016710649759208965,0.19680328657818533,0.9999987614557564,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.004044045363146825,0.10339489259163309
HF2211,176,7013,0,0,633.7713393184724,65.82579342368861,-2.0854275172004217,2.274974822574029,-6.540108522572585e-4,0.26094397049990464,-4.219224622777508e-4,0.2532328319587423,0.17965476032090955,0,0,0,0,Not hotspot,Not hotspot,3.7382028490955505e-6,2.933454695341757e-4
HF2222,177,47543,7492,1818,4296.505173993745,446.2506340713572,5.890097864550432,1.555614350108412,-9.178877225405077e-4,0.1638729533869788,0.0039019438575965825,0.16673254225385242,0.9999235613458372,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,4.058785099087522e-4,0.00913056705216527
HF2228,178,29883,0,0,2700.5545319911466,280.4894032340064,-5.53615539064613,4.36752619664375,-0.0020271069214849095,0.21231399542908644,-6.525436209071605e-4,0.20626053557182245,0.10247535786252593,0,0,0,0,Not hotspot,Not hotspot,2.9470056942449525e-5,0.0015127706184551077
HF2249,179,12609,0,0,1139.487069366408,118.35126611710962,-6.350492857751209,5.713663734736422,0.01289270861862123,0.19805810701265186,-0.01668766660671157,0.1963266207937918,0.13318579542557962,0,0,0,0,Not hotspot,Not hotspot,0.08330710538961732,0.3498240211998783
HF2278,180,12616,1861,724,1140.119665883623,118.4169698892422,6.201171683066506,1.5741021983877561,-0.023570839688969066,0.2422253811029881,0.027366287283420904,0.23670200995161234,0.9999591737743883,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.0014321099217832669,0.05164747228976271
HF2280,181,3782,0,0,341.7828611582009,35.49880945791963,-3.850113859240662,4.947012823434196,-0.001473408737030592,0.21219577191097672,-3.8599398328953763e-4,0.20607501107510962,0.21820479829839068,0,0,0,0,Not hotspot,Not hotspot,0.017048403790033976,0.5364101432783703
HF2292,182,5048,0,0,456.1924598430984,47.381805960755756,-4.078131848654706,4.8516391032088775,-0.001551774898517962,0.2122099296854695,-4.183748344074083e-4,0.20609123197187604,0.20029503807248983,0,0,0,0,Not hotspot,Not hotspot,0.006527188045729068,0.22407166289869906
HF2305,183,2347,19599,197,212.10057512911092,22.02953617073965,8.41515836374616,1.6095826181029476,0.012071805109838425,0.21821833674755375,-0.008353063274684012,0.21688189545872869,0.9999999143981736,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.4356681542231708,0.40733093009259
HF2329,184,32747,14033,580,2959.3768784631425,307.37163228939556,0.2941556821975886,1.1181444781561638,0.004602010544001495,0.211596343293599,-0.004630714956179005,0.2128926046056056,0.6037535529316664,0,0,0,0,Not hotspot,Not hotspot,0.001602249205855446,0.006128780266934509
HF2330,185,22447,11399,1041,2028.5562888466777,210.69322472287726,6.888322265216722,1.5922491924850062,0.0014041602483568037,0.2112690279161018,0.002016678550033092,0.20768363691441946,0.9999924133845135,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.002770196291070478,0.023460669258447222
HF2353,186,10906,11399,1041,985.5853738210837,102.3664769825678,7.629697449008132,1.5979798499024014,0.0012396042846671105,0.21124120428970716,0.002568803194805863,0.20916027000058826,0.9999990996280486,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.01173535652276437,0.0993850687647357
HF2375,187,7819,0,0,706.6103097292365,73.39111347209771,-4.428791117786293,4.7171370166963955,-0.0016701715813104675,0.2122329535067563,-4.704033137169927e-4,0.20612100695614896,0.17389805629243038,0,0,0,0,Not hotspot,Not hotspot,0.0016016669925359005,0.06195161383185208
