catchment_id,area_index,catchment_population,malaria_cases,scd_cases,expected_malaria_cases,expected_scd_cases,cases_cluster_005,cases_cluster_010,shared_mean,shared_sd,exceed_prob_rr_gt1,hotspot_080,hotspot_090,robust_hotspot_005,robust_hotspot_010,hotspot_class_005,hotspot_class_010,rr_malaria,rr_scd
HF1340,105,39080,0,0,3531.6959846807217,366.81477356306164,Not significant,Not significant,-4.7915088930231375,2.980614926426503,0.053966099570529114,0,0,0,0,Not hotspot,Not hotspot,3.434566128642772e-7,7.531843220513121e-6
HF1354,106,26873,3324,39,2428.5380295886653,252.23678121699476,Not significant,Not significant,3.7561091730304916,0.5713058754461253,0.9999999999756084,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,5.635788313598828e-4,6.291955933889602e-4
HF1375,107,16880,22896,957,1525.4613157986332,158.43995337114842,Not significant,Not significant,7.3833286823031505,0.5657937505274437,1,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.009839261562342893,0.03814532916055609
HF1390,108,7587,0,0,685.6442537301084,71.2135027385606,Not significant,Not significant,-3.2725152482905617,3.104896796376357,0.14594484822998144,0,0,0,0,Not hotspot,Not hotspot,1.2350330137852428e-5,2.538950231851657e-4
HF1405,109,32289,0,0,2917.9869920510705,303.07272834129213,Not significant,Not significant,-4.683805846291043,3.0455541732367797,0.062034603246807096,0,0,0,0,Not hotspot,Not hotspot,5.844207046284686e-7,1.2339220359848814e-5
HF1408,110,14010,4879,4387,1266.0967437404533,131.50140679678847,Not significant,Not significant,8.982398133354122,0.6024189888402588,1,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.003044450063656597,0.2536651640124926
HF1419,111,24695,0,0,2231.710141803747,231.79352183059893,Low-High,Low-High,-4.253839559787543,2.9363525899631715,0.07371328006455591,0,0,0,0,Not hotspot,Not hotspot,7.838953622153531e-7,1.7761040916367572e-5
HF1421,112,18583,3771,155,1679.3630113439574,174.42474250569023,High-High,High-High,5.456661773975618,0.5507498082058919,1,1,1,1,1,Robust hotspot,Robust hotspot,0.0013372068384577772,0.005114913385744125
HF1431,113,3748,1817,92,338.71024950315626,35.179676850418495,Not significant,Not significant,6.534008458073437,0.5623443426653216,1,1,1,0,0,Bayesian hotspot only,Bayesian hotspot only,0.015840876249093236,0.07476191338175744
HF1438,114,2355,0,0,212.8235425773567,22.104626196034037,Not significant,Not significant,-2.794602172895599,3.716158895233346,0.2260214284478076,0,0,0,0,Not hotspot,Not hotspot,7.336584968494723e-4,0.010556865818808015
HF1475,115,47838,0,0,4323.164598647809,449.01957875408755,Not significant,Not significant,-4.956868748164684,2.9602699425445054,0.047019612499010766,0,0,0,0,Not hotspot,Not hotspot,2.1795737504921027e-7,4.914919396784694e-6
