area_index,shared_mean,shared_sd,shared_q025,shared_q50,shared_q975,exceed_prob_rr_gt1,hotspot_080,hotspot_090
297,0.2741093924330905,0.5829458048206603,-0.9053435607320589,0.28439534197009964,1.3934291409210866,0.6808990032996202,0,0
298,0.3002132246889253,0.7167273957016477,-1.1319340233776123,0.3080959292677483,1.6866371550286516,0.6623432152044582,0,0
299,0.28829868618391236,0.6106753202921489,-0.9433710719182418,0.29810982141225906,1.4627269437266364,0.6815716319243655,0,0
300,0.3066728388227683,0.6566005406041,-1.0127376414159728,0.316083775640878,1.5714583977085819,0.6797720638622581,0,0
301,0.25973245740817125,0.6033003014239607,-0.9560211883585044,0.26887180060847804,1.4219279849204818,0.6665910552449091,0,0
302,0.24829916764537063,0.6145640280667305,-0.9901979906473799,0.2576699754282651,1.4320296031203055,0.6569027941602219,0,0
303,0.24947683715527721,0.6007197853246734,-0.9624296389335104,0.2589671849617486,1.405846609593575,0.6610375762715168,0,0
304,0.19905199841397497,0.6130136811302004,-1.0271378906111266,0.20532538406930204,1.3881256759853573,0.6272999185027698,0,0
305,0.09837417645712995,0.8586557695529551,-1.5888616290737418,0.09908391865755527,1.781450795421318,0.5456060900910751,0,0
306,0.1557028601875452,0.612335617158022,-1.0554838096136792,0.1584951687668881,1.3507566749559092,0.6003592141128843,0,0
307,0.16205917392800234,0.6499827659742727,-1.123349134331454,0.16501257093220753,1.4304861103976416,0.5984466240549412,0,0
308,-0.1125660624749092,0.6941190015477288,-1.4738831025281358,-0.11439693269260427,1.2594640423036891,0.4355855470811981,0,0
309,-0.37152573871547223,0.949041955276664,-2.2237456336283463,-0.3767385476909958,1.5121437797356487,0.3477232615397303,0,0
310,-0.5856051120137186,1.0310672771316147,-2.5820403914389223,-0.5974788881018701,1.4814722284617838,0.28503101801492847,0,0
311,0.04900542385777215,0.7085210637924199,-1.3513477413799753,0.05138548272857599,1.4354629782383026,0.5275711759195286,0,0
312,0.09054922349002115,0.6311665756947971,-1.1583340194813696,0.09301963449446819,1.3247263452880733,0.5570378429267211,0,0
313,-0.054651922003739715,0.9719535783903507,-1.961374443459814,-0.05553084074260938,1.856951409029457,0.4775797123705565,0,0
314,-0.007289428731476719,0.84555074616566,-1.6673209140186325,-0.00758621316515727,1.6542463150890707,0.49656079151582433,0,0
315,-0.024704608408742224,0.831364358597489,-1.6586728895595502,-0.02489887618842394,1.6101768181735052,0.48814687876470997,0,0
316,-0.09688198858900013,0.7393180282952679,-1.5451252838249963,-0.09746875506870294,1.3546783729686738,0.44787089392392687,0,0
317,-0.2169834779820269,0.7723496650096451,-1.7246204399196403,-0.2197513367746083,1.3062677377530416,0.3893784269748647,0,0
318,-0.19202824653648246,0.7693231081822595,-1.6967575164062039,-0.1934863435341124,1.3209380253887533,0.4014457361078704,0,0
319,-0.0417614761606292,1.1038497303895582,-2.2112341562938407,-0.04120919497490355,2.124949497164478,0.4849105864918787,0,0
320,0.24163756668441957,0.7222838833377667,-1.1839549432832017,0.2446991821666093,1.649991655691441,0.6310164071331539,0,0
321,0.1959583574479619,0.8146717846572256,-1.4086818720217462,0.19819482653307358,1.7879708899858227,0.5950428420724533,0,0
322,0.14558819630244907,0.8599696741296746,-1.5462863122714012,0.14707372548259778,1.8289741383629552,0.5672175266244647,0,0
323,0.2810336647043411,0.8208218878861099,-1.340808892798872,0.28502598722254213,1.8804033383348386,0.6339678367496979,0,0
324,-0.01990000454542397,0.6739296990689877,-1.3488851970326363,-0.019151382296910418,1.3046173697377543,0.4882216206451083,0,0
325,-0.15278561816978395,0.763520312682258,-1.6482483584822605,-0.15504991829559778,1.356016105548726,0.4206985216736431,0,0
326,-0.058855161819989364,0.68239518779898,-1.4049989754168812,-0.05812762236625491,1.2833288436947248,0.46563467115474433,0,0
327,-0.059152441167771866,0.6528078852016855,-1.3455908491669395,-0.05918794888632521,1.2275413505627375,0.4639003185900502,0,0
328,0.1379435069200294,0.6121241552996081,-1.0855613669083115,0.1437660634775987,1.3271371697135628,0.5891473414171607,0,0
329,0.32608260517695165,1.3646283458489463,-2.367469711714236,0.3312650966517081,2.99053910805108,0.5944291475754928,0,0
330,-0.2633325328031493,0.714037250544724,-1.6544324139141788,-0.26899843514507865,1.1616407143735317,0.356140701766706,0,0
331,-0.5292066291105477,0.9328237800511303,-2.331853292792281,-0.5411944727821038,1.3441954202009025,0.2852494725850242,0,0
332,-0.6610328325365663,0.9975853835716336,-2.582674796859972,-0.677261444212612,1.3576003370218928,0.25378286720954835,0,0
333,0.24190255904914812,0.5753034693229011,-0.9135196138543066,0.2494764846774927,1.3528433901969894,0.6629319190197798,0,0
334,0.20528260809898757,0.5393809535179626,-0.8749838351680345,0.21155452032037014,1.2488358404004076,0.6482459810389861,0,0
335,0.28749363191115407,0.6738853525218971,-1.058001544304838,0.2945707092967172,1.5919334217304133,0.6651722942341527,0,0
336,0.05109397846230879,0.8785341615001706,-1.68257751781194,0.05365444770246586,1.7701107690036233,0.523188697938213,0,0
337,0.005613247964239903,0.8541580242996728,-1.6767616841003723,0.006763995487300445,1.681332412732181,0.502621699686937,0,0
338,-0.04367019727036262,0.9877455350318121,-1.9801172766923079,-0.04384816058721909,1.8937841517768732,0.48236771175434145,0,0
339,-0.02905086192229472,0.6620155775498229,-1.334791957372618,-0.02857672843748033,1.2738262278063788,0.4824990544900293,0,0
340,-0.09713958133674473,0.985133844044742,-2.027588586543283,-0.09764309734292692,1.8361540646857917,0.46072576513969266,0,0
341,-0.06540557642975071,0.960016449373727,-1.946442920110531,-0.06624250033254155,1.8203035812291337,0.4728412173737605,0,0
342,0.06540557909475687,0.9600164494075456,-1.8203035787394668,0.06624250303746368,1.9464429227297169,0.527158783730181,0,0
343,-0.3642614891359873,1.2446199899433084,-2.7940726256549646,-0.36846764406864624,2.0892144324943906,0.38488764464717373,0,0
344,0.16521096577340044,0.7698979354743894,-1.3492829094136578,0.16677053241625978,1.6709121214331404,0.5849557791797816,0,0
345,-0.1197437365542088,0.6178916927129089,-1.3292238451579,-0.12060435468783136,1.0946121017788528,0.4231685711767097,0,0
346,-0.42701852129688467,1.4564841739283096,-3.2692080779702613,-0.43256785303128586,2.4463610548995307,0.3846905820327414,0,0
347,-0.3365534727571853,1.0969427655083654,-2.4771222021563113,-0.340668161108626,1.8271532947613314,0.37949383751787213,0,0
348,0.14997562658973404,0.6908306358666542,-1.219109680080051,0.15360639575993076,1.4976273084299796,0.5859327035834242,0,0
349,0.1406283066934773,0.6356458528467549,-1.1259557541479759,0.1457403253164021,1.3770986098408702,0.5875460035939872,0,0
350,0.23202708072318579,0.8037622257311297,-1.3646353460203595,0.23802161783943027,1.7940320917659183,0.6135854378629393,0,0
351,0.24688916883630402,0.577873955651992,-0.9161800854609079,0.2552217531844603,1.361078462484676,0.66539666399152,0,0
352,-0.019757853310148718,0.6266210668777812,-1.2567263841478724,-0.019118272165587844,1.2132771767061727,0.48742312125819764,0,0
