residual_priority_rank,catchment_id,facility_name,facility_class,ownership_class,region,catchment_population,malaria_cases,scd_cases,shared_mean_adj,shared_sd_adj,shared_q025_adj,shared_q975_adj,shared_ci_width_adj,exceed_prob_rr_gt1_adj,hotspot_080_adj,hotspot_090_adj,robust_hotspot_005_adj,robust_hotspot_010_adj,hotspot_class_005_adj,hotspot_class_010_adj,stability_score,stability_class,uncertainty_class,residual_hotspot_confidence,residual_typology,residual_priority_score,rr_malaria_adj,rr_scd_adj
119,HF0887,Kisubi HOSPITAL,General hospital,PNFP,GREATER KAMPALA,60614,444,149,-0.19376520465552072,1.9073123718073144,-4.015653178102045,3.4740126629240633,7.489665841026108,0.4595407796072991,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.3857326602227132,1.4827206028358152e-5,4.604826527653681e-4
120,HF1688,ATIRIR HC IV,HC IV,Government,TESO,8949,0,0,0.5803650839565688,2.1419117305245763,-3.6166871971964856,4.791321846447582,8.408009043644068,0.6067877874561661,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,Discordant cluster area,0.3843892793018926,1.938046831089621e-6,5.882287289714316e-5
121,HF3241,Rubaare HC IV,HC IV,Government,ANKOLE,12615,0,0,0.7106036835530345,2.4479851811227493,-4.097024782539347,5.520943818453796,9.617968600993144,0.6141993785980074,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.38230574155281194,1.4256889125181192e-6,2.5549735483520558e-5
122,HF2695,Hamurwa HC IV,HC IV,Government,KIGEZI,13838,0,0,1.9110025078616928,4.16661678460898,-6.2680971224061865,10.12153159359908,16.389628716005266,0.6767558343566087,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.380761306002652,1.1453596904475004e-5,4.55719774232926e-5
123,HF2522,Comboni HOSPITAL,General hospital,PNFP,ANKOLE,11275,2092,100,-0.385703756759008,1.2455308673748786,-2.8354270835877786,2.0718672529094317,4.907294336497211,0.37840589424330373,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.3806385032892816,0.002015346760712704,0.008975954561254206
124,HF3271,Buhunga HC IV,HC IV,Government,KIGEZI,16976,0,0,1.021900542568817,3.0222125960957507,-4.914277714732812,6.972719233136061,11.886996947868873,0.6323673628137774,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.3802284927800701,5.0179358255003175e-6,1.328173202714557e-5
125,HF1970,Oriajini HOSPITAL,General hospital,PNFP,WEST NILE,48979,1847,556,-0.40591085366965585,0.7723511892568686,-1.9724182506482084,1.1876170588288193,3.1600353094770277,0.29959969367507977,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.37846377445445534,9.431911533162613e-5,0.0026316107622940416
126,HF2749,Mparo HC IV,HC IV,Government,KIGEZI,18606,0,0,1.816138264152951,4.161052875385667,-6.359304525837846,10.008651415612999,16.367955941450845,0.668748939449723,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.3776738660111113,6.535415772080227e-6,2.5645880120904487e-5
127,HF2734,Muko HC IV,HC IV,Government,KIGEZI,18187,0,0,2.0509291456836873,4.656751468014265,-7.090581382990853,11.223827983136868,18.31440936612772,0.6701837360727594,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.37132594148929,5.579411637292603e-5,2.9870144759939896e-4
128,HF1698,Soroti REGIONAL REF HOSPITAL,Hospital,Government,TESO,44836,7489,1167,-1.5191553734851913,1.5323698801944394,-4.5581365054051535,1.467213168739634,6.025349674144787,0.16075090373249146,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.37120503427424495,4.5619347675450027e-4,0.006587882533409288
129,HF1934,Apac HOSPITAL,General hospital,Government,LANGO,21637,2482,737,-0.7816880761047491,1.353258725441137,-3.472687789138177,1.850724497838932,5.323412286977109,0.28175566707134436,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.3698744711190501,6.493821251251733e-4,0.01786912829570812
130,HF2211,Amach HC IV,HC IV,Government,LANGO,7013,0,0,0.3295700074876883,2.1109790702292885,-3.8198145560349,4.466499159178208,8.286313715213108,0.5620315214185145,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.36943574906566384,3.1072570088645773e-6,8.549050315715309e-5
131,HF0052,Gombe HOSPITAL,General hospital,Government,CENTRAL I,36720,2092,100,-0.5023435063596139,1.1599509863512445,-2.7853780849453504,1.7865977033766454,4.571975788321996,0.33248085203829825,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.3674029135370685,1.9000809523014829e-4,8.460684341404489e-4
132,HF1421,Kadami HOSPITAL,General hospital,PNFP,TESO,18583,3771,155,-1.5143729002518584,1.2963728777591497,-4.048555369279828,1.050733511347884,5.099288880627713,0.12137081116169735,0,0,0,0,LISA hotspot only,LISA hotspot only,10,Highly stable,Low uncertainty,Exploratory local-only hotspot,Exploratory local-only hotspot,0.36611455721212066,0.0013372343246133636,0.005134749727400701
133,HF0883,Luwunga Barracks HC IV,HC IV,Other,GREATER KAMPALA,30893,2279,9,-0.4994595967703653,2.948588450664309,-6.314167002777863,5.284256287799133,11.598423290576996,0.4327451845347239,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.36430094627814097,2.9234676481038654e-4,1.2306309138028767e-4
134,HF2457,Nyapea HOSPITAL,General hospital,PNFP,WEST NILE,18179,2482,272,-0.2880493024813556,0.5901282275435428,-1.5110277788071003,0.8508082027224753,2.3618359815295755,0.3127348759462326,0,0,0,0,Not hotspot,Not hotspot,2,Borderline stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.361450738978689,9.197994861418544e-4,0.009327566616856261
135,HF0854,Bamu  HOSPITAL,General hospital,PFP,CENTRAL I,20865,1587,86,-0.5933189192931385,1.2817681813444055,-3.1268532232169237,1.9151069770894955,5.041960200306419,0.3217212595054002,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.3575153284895252,4.464697834144432e-4,0.0022571980296889065
136,HF1805,Mungula HC IV,HC IV,Government,WEST NILE,9776,0,0,0.3412549954438263,2.621270014817225,-4.811381229705623,5.4817915564386,10.293172786144224,0.5517907173739856,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.3574865450937864,3.871049121421082e-6,4.9336829268467734e-5
137,HF3264,Bugangari HC IV,HC IV,Government,KIGEZI,14470,0,0,1.725603133255483,4.810584628539614,-7.735052783949414,11.18855372798481,18.923606511934224,0.6400938461013763,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.35690789031028347,0.0014956101743505074,0.006075061323967345
138,HF1431,Kumi NGO HOSPITAL,General hospital,PNFP,TESO,3748,1817,92,-0.6583439606230176,1.2941351780290529,-3.209395178937747,1.8854975010589652,5.094892679996712,0.30547654953245595,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.353590692396373,0.015840987885909378,0.07487902112165695
139,HF3291,Kebisoni HC IV,HC IV,Government,KIGEZI,12078,0,0,1.3516760938087629,4.558873901623954,-7.612016051143991,10.320968965553941,17.932985016697934,0.6165733526336957,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.3511908661148734,3.1923297089768063e-4,0.0012301805077444892
140,HF3226,Ntungamo HC IV,HC IV,Government,ANKOLE,31784,0,0,0.09424227820311125,2.320419328722878,-4.465451019743031,4.6518075033950606,9.11725852313809,0.5161983203698444,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.350059895555309,1.6042623230378827e-7,2.875438097857186e-6
141,HF2501,Kikyo HC IV,HC IV,Government,TORO,4903,0,0,0.5487866526861859,3.36783381298442,-6.071202886168039,7.173604121257366,13.244807007425404,0.5647208804472807,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.34995072492345425,1.28494412876616e-4,8.428084854246887e-4
142,HF2376,Aber Ngo HOSPITAL,General hospital,PNFP,LANGO,20273,1861,724,-0.974430264933817,1.288046996254436,-3.5511418179401266,1.5203254208031145,5.071467238743241,0.2246694521855508,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.34781034828183055,5.547296925778389e-4,0.01999642164206893
143,HF0948,Ndejje HC IV,HC IV,Government,GREATER KAMPALA,10195,0,0,0.37664139530470775,3.3016205221677706,-6.15943463038081,6.822938507149753,12.982373137530562,0.545411914575063,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.34390113646987197,3.513663389032921e-6,1.466512620244487e-5
144,HF0304,Kayunga Hospital,General hospital,Government,CENTRAL II,45037,11399,1041,-3.4288629816046945,0.9706886275578572,-5.038869894016803,-1.251657166588752,3.787212727428051,2.0590098654515998e-4,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.33864554085688736,6.881715858731498e-4,0.005832551003875186
145,HF2830,Ntara HC IV,HC IV,Government,TORO,30916,0,0,-0.025885200275837322,2.591784409755458,-5.120359149119502,5.066356636108948,10.18671578522845,0.4960156681582041,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.33824137186739545,3.1056882504473137e-7,3.1565189964639425e-6
146,HF1207,Budondo HC IV,HC IV,Government,BUSOGA,22757,0,0,0.028472179360298073,2.759845169949027,-5.415027127998965,5.4387833450146745,10.853810473013638,0.5041156492399694,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.33816480996791115,2.6213084097454905e-7,6.939338818641904e-7
147,HF2761,Kataraka HC IV,HC IV,Government,TORO,3648,0,0,0.3235123819708248,3.482708395536724,-6.525727967958403,7.172341621566404,13.698069589524806,0.5370049353801247,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.3377559827154296,2.767456831165921e-4,0.0012968176926860346
148,HF0039,Butenga HC IV,HC IV,Government,CENTRAL I,30712,0,0,-0.010929546837356767,2.7364916259320666,-5.392077421012844,5.362620416555711,10.754697837568555,0.49840662887280207,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,Discordant cluster area,0.3365374683393987,4.6080562602910217e-7,5.836478105467298e-6
149,HF3118,Masindi Military/Army Barracks HC IV,HC IV,Government,BUNYORO,10598,0,0,0.1015213553582602,3.1355517771838017,-6.061823332256716,6.261265195206246,12.32308852746296,0.5129145007825004,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.334800791535686,1.825613342451734e-5,2.2362363587578613e-4
150,HF2494,Busaru HC IV,HC IV,PNFP,TORO,17538,0,0,0.11527619404575087,3.26415787661913,-6.29708366986724,6.531375213141977,12.828458883009215,0.5140860190438001,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,Discordant cluster area,0.3330042783487437,5.420054226874031e-6,1.0768355274224129e-4
151,HF2249,Obongi HC IV,HC IV,Government,WEST NILE,12609,0,0,-0.15475383932979392,2.8323057798673212,-5.718825027170422,5.405341257160433,11.124166284330855,0.47821310641922865,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.32760709187800185,3.604129700337014e-6,4.2686387226564945e-5
152,HF2448,Midigo HC IV,HC IV,Government,WEST NILE,30891,0,0,-0.31113739474885765,2.416969581730434,-5.059722509026178,4.431672507999844,9.491395017026022,0.44878550076184276,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,Discordant cluster area,0.32479134770601775,2.567307489861762e-7,4.730233703268212e-6
153,HF0103,St. Joseph of the Good Shephard Kyamulibwa Ngo HC IV,HC IV,PNFP,CENTRAL I,17771,0,0,-0.1671411958349124,2.989923335799058,-6.046008846664396,5.706900886541078,11.752909733205474,0.47771013840571364,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.32458223444789214,2.7697972932713656e-6,2.964699518262321e-5
154,HF1591,Ngora Ngo HOSPITAL,General hospital,PNFP,TESO,18565,2139,307,-1.1431420686005769,1.2728290021959348,-3.6709527532978403,1.3396767883073606,5.010629541605201,0.18456311626615063,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.3228321135943488,7.601484522387532e-4,0.010125840969074497
155,HF0092,Bukulula HC IV,HC IV,Government,CENTRAL I,16039,0,0,-0.05199080349814339,3.5085166025988674,-6.950510688586715,6.8406982339446145,13.791208922531329,0.49408850719689346,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.3213270114094327,1.7577376658077e-5,2.2457286724027252e-4
156,HF3171,Holy Innocents Children's HOSPITAL,General hospital,PNFP,ANKOLE,27126,3398,101,-1.1729415913099728,1.2448294864141434,-3.612824187083297,1.291038008314579,4.903862195397876,0.1730321230397951,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.3211279545003149,5.654827409827284e-4,0.0015710922296417163
157,HF2753,Bukuku HC IV,HC IV,Government,TORO,22905,0,0,-0.367648301578598,2.4629526686837497,-5.216980541853811,4.4699418803399436,9.686922422193755,0.44066975559356225,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.3210814523392185,5.911392868408957e-7,3.472582633947793e-6
158,HF2445,Yumbe Hospital,General hospital,Government,WEST NILE,107529,334,724,-0.8675747015302292,0.7816944174169819,-2.5471248599823046,0.6249399515938445,3.172064811576149,0.13352876024897387,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.3202506041694839,3.5526232064932423e-6,7.104430324852237e-4
159,HF3207,Mitooma HC IV,HC IV,Government,ANKOLE,26197,0,0,-0.4090272871553441,2.4813101450191475,-5.289581374903151,4.463480226495755,9.753061601398906,0.4345336712554936,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.3185761811963589,3.2448223187961904e-7,3.5135449890423406e-6
160,HF2622,Ruhoko HC IV,HC IV,Government,ANKOLE,33949,0,0,-0.41345445400009595,2.7926909950127725,-5.903302006030744,5.068857928160827,10.97215993419157,0.4411521415084141,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.3150495573850435,2.844302008061026e-7,5.694901920298291e-6
161,HF3214,Karugutu HC IV,HC IV,Government,TORO,6196,0,0,-0.1081649522503694,4.351162300345878,-8.674450337190466,8.443494614450088,17.117944951640553,0.4900837693937542,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.30484393433453705,0.0030983450360089716,0.02339095674706998
162,HF1390,Toroma HC IV,HC IV,Government,TESO,7587,0,0,-0.6242811317039529,2.833210889840238,-6.17983835106759,4.953302806485359,11.133141157552949,0.41280161222113476,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.30409124399457055,6.283358373864488e-6,7.96584808880867e-5
163,HF2186,Madi-Opei HC IV,HC IV,Government,ACHOLI,1735,0,0,0.22805215011497962,5.154920930786197,-9.923500200731892,10.371594242223782,20.295094442955673,0.5176433310873564,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.3017536111764963,0.25062699209543815,1.2452094476124882
164,HF1994,Omugo HC IV,HC IV,Government,WEST NILE,37474,0,0,-0.7560657324327997,2.313981867288503,-5.304178773313356,3.784590507496535,9.088769280809892,0.37193304046936027,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.29987325150915045,1.5409436881584166e-7,1.869281453998398e-6
165,HF3103,Bwijanga HC IV,HC IV,Government,BUNYORO,17367,0,0,-0.6865807296842678,2.997973656875356,-6.580597009972857,5.203241088639834,11.78383809861269,0.40942865568371045,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.2996676594175467,1.4542522976446365e-5,1.4743823462766523e-4
166,HF3083,Kyarusozi HC IV,HC IV,Government,TORO,36153,0,0,-0.720501836173134,2.958780231264512,-6.531101329383245,5.097266581802722,11.628367911185967,0.40380395731988583,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.2983894065246759,4.454830878820831e-7,3.3004317419367024e-6
167,HF2778,Kibiito HC IV,HC IV,Government,TORO,33303,0,0,-0.7866522728482169,2.439584876856938,-5.592589254899694,4.002987962629621,9.595577217529314,0.3735546433118504,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.2978984841936009,3.1551115342416297e-7,1.8178530104138889e-6
168,HF2019,Dokolo HC IV,HC IV,Government,LANGO,28213,0,0,-0.784589314585253,1.953550575707553,-4.627319815288384,3.0418769523768416,7.669196767665226,0.34398103810057634,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.29759031874470077,1.7247392962684826e-7,4.697928038459292e-6
169,HF1643,Serere HC IV,HC IV,Government,TESO,40788,0,0,-0.832989112181919,1.7236025559932415,-4.219149996799035,2.551021771864718,6.770171768663753,0.31444713716456507,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.29237417507024555,8.092549496313654e-8,1.917865063301492e-6
170,HF3146,Mayanja Memorial HOSPITAL,General hospital,PNFP,ANKOLE,2071,78,8,-1.3230182254246046,1.3589978958622126,-4.0160822042862945,1.33155908477403,5.347641289060324,0.1651462574073168,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.290722442293321,0.002241895945255105,0.02246042123086612
171,HF0921,Saidina Abubakar Islamic HOSPITAL,General hospital,PNFP,GREATER KAMPALA,35279,511,14,-1.6421212564405854,1.8944553806259647,-5.4261283062929095,2.0142368764522063,7.440365182745116,0.19302474052003982,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.290068472290058,5.02900337932443e-5,1.3482718998253783e-4
172,HF2513,Ishaka Adventist HOSPITAL,General hospital,PNFP,ANKOLE,6376,1281,16,-1.4085135237084943,1.2550992115460922,-3.8570611967636412,1.0871884800742557,4.944249676837897,0.13088173140219594,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.2897072877440151,0.0038582923498683736,0.004737086174292241
173,HF2916,Nyamirami HC IV,HC IV,Government,TORO,2703,0,0,-0.7343284429410787,3.8473366016662296,-8.30603278658815,6.827578644050868,15.133611430639018,0.42431501482782674,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2888033588761676,0.0015191325707031476,0.0053952425230257076
174,HF0873,Buwambo HC IV,HC IV,Government,GREATER KAMPALA,14170,0,0,-0.8689667507101037,3.365688190850371,-7.523806165807246,5.712604195365527,13.236410361172773,0.3981324630097639,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.28830675896055147,2.229808074764545e-6,6.9261069076163895e-6
175,HF0429,Kiwangala HC IV,HC IV,Government,CENTRAL I,24780,0,0,-0.9149411196071295,3.2151975460967344,-7.2410318711275465,5.401203707768038,12.642235578895583,0.3879877100093966,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.2875301311729411,3.0423890810961285e-6,1.939524419935404e-5
176,HF0718,Nakaseke HOSPITAL,General hospital,Government,CENTRAL II,14181,9051,173,-4.188996742604679,1.0344814219132579,-6.015639258124663,-1.9314787353937368,4.084160522730926,2.5677985061700603e-5,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.28741436417733424,0.0055110120307884465,0.009812840584585663
177,HF2190,Padibe HC IV,HC IV,Government,ACHOLI,9064,0,0,-0.2280521502041125,5.154920930564514,-10.371594241878164,9.923500200221099,20.295094442099263,0.48235666890499407,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2874019513153334,0.017626195244994158,0.12122408500400089
178,HF0678,Mukono  T.C. HC IV,HC IV,Government,GREATER KAMPALA,45197,0,0,-1.0027132386815978,2.4726789178983517,-5.907292575341229,3.8165834069576534,9.723875982298882,0.34254877706947384,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.2862309378916486,4.559131344674829e-8,1.4826010614212704e-7
179,HF0583,Mpigi   HC IV,HC IV,Government,CENTRAL I,44464,0,0,-0.9986083799032316,2.2187133718331538,-5.410474695849406,3.317987228458903,8.72846192430831,0.32632477562635875,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,No strong residual signal,0.2858635966484831,7.577524493552269e-8,3.8503035762263415e-7
180,HF2586,Kyangwali HC IV,HC IV,Government,BUNYORO,27097,0,0,-0.9175083108928552,3.7236164622034225,-8.229894427575479,6.397365528623558,14.627259956199037,0.4026853454001149,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2829777105452159,3.303145438216261e-6,3.9154590099714384e-5
181,HF3033,Rubuguri HC IV,HC IV,Government,KIGEZI,10245,0,0,-0.6953566302123784,4.467883304602293,-9.490170011612257,8.0780139211011,17.568183932713357,0.4381605781927307,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2823665080885271,0.034362170104102877,0.13076142030701463
182,HF1419,Kumi HC IV,HC IV,Government,TESO,24695,0,0,-1.0691284143061102,2.2032312711819992,-5.390292571365778,3.266454597457717,8.656747168823495,0.31374782875489227,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Low uncertainty,Not residual hotspot,Discordant cluster area,0.2817805410827771,2.2239197765837589e-7,2.9944750918701593e-6
183,HF2057,Lalogi HC IV,HC IV,Government,ACHOLI,12103,0,0,-0.37678647538411736,5.268965641438935,-10.73947256218567,9.997351931628513,20.736824493814183,0.4714957259336129,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2809102275280084,0.015201008059186607,0.11532414464624943
184,HF0202,International Hospital Kampala (IHK),General hospital,PFP,GREATER KAMPALA,21561,23,9,-1.860257044819387,2.165494744595769,-6.200129966518737,2.305590762285103,8.50572072880384,0.1951578941875619,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.2807806058283443,6.338442107351349e-6,2.3728203556247916e-4
185,HF2140,Naam Okora HC IV,HC IV,Government,ACHOLI,4459,0,0,-0.17333990283599227,5.683857558406064,-11.353671120400374,11.013399657602182,22.367070778002557,0.4878353921494948,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.2801959614095457,0.4351169436441693,2.707124922535965
186,HF2886,St. Paul HC IV,HC IV,PNFP,TORO,24853,0,0,-1.1230274523796304,2.9257002993639065,-6.883207801841028,4.62459943818146,11.507807240022487,0.35054514373335477,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.2796701630039172,2.5247599032169292e-6,1.570329747312599e-5
187,HF3255,Rugazi HC IV,HC IV,Government,ANKOLE,21068,0,0,-1.079466069672073,3.366788671460985,-7.701454182995587,5.5353028095276535,13.23675699252324,0.37424848216280515,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.27938430085721305,4.383931354819897e-6,4.222200875812826e-5
188,HF1147,Kidera HC IV,HC IV,Government,BUSOGA,16454,0,0,-0.06910433494098335,5.947477187306748,-11.767912483143544,11.633406734907085,23.40131921805063,0.49536475386103285,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,High uncertainty,Not residual hotspot,No strong residual signal,0.27867961805568325,0.09715266110401412,0.5316079428342325
189,HF2512,Kiu Teaching HOSPITAL,General hospital,PNFP,ANKOLE,15960,745,43,-1.557098664501571,1.2495644103017283,-4.025249478037264,0.8976464131945714,4.9228958912318355,0.10636142579320762,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.2785935701626085,3.5833694780105797e-4,0.0019393019793905722
190,HF3137,Bugamba HC IV,HC IV,Government,ANKOLE,13976,0,0,-1.1227166181731452,3.2864285454239184,-7.591448043296116,5.334438139415167,12.925886182711283,0.3663176520428506,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.27806109721143896,7.550045796863366e-6,4.852697303682271e-5
191,HF0007,Kawolo HOSPITAL,General hospital,Government,CENTRAL II,9446,2628,711,-2.8382739948506064,0.846857650125204,-4.479969716360478,-1.05027582442465,3.429693891935828,4.018227866265933e-4,0,0,0,0,Not hotspot,Not hotspot,4,Moderately stable,Low uncertainty,Not residual hotspot,No strong residual signal,0.2774997871421769,0.003607554266883206,0.09042905891047706
192,HF0446,Lwengo HC IV,HC IV,Government,CENTRAL I,27853,0,0,-1.1544884338079076,3.2885620247272174,-7.62597089084947,5.305241117894576,12.931212008744048,0.3627710007088737,0,0,0,0,Not hotspot,Not hotspot,0,Unstable / weak evidence,Moderate uncertainty,Not residual hotspot,No strong residual signal,0.27669727213011863,3.4882804522262115e-6,2.1116961918000144e-5
